model_id,isDescribable,description
00013208,True,A cylindrical rod with a conical tip and a flanged base.
00014234,True,A cylindrical disc with a central groove.
00011967,True,A hollow cylindrical tube with a tapered shape.
00019991,True,A cube with a pyramid on top of one face.
00013105,True,A flat rectangular plate with four circular holes.
00012462,True,A cylindrical rod with a conical tip and a flanged base.
00015374,True,A rectangular block with a tapered end.
00019668,True,An open rectangular box with slanted sides.
00019508,True,A flat rectangular plate.
00013784,True,A flat circular ring.
00017267,True,A square pyramid with a circular hole through the center.
00019608,True,A hollow cylindrical rod with a flanged base.
00010287,True,A hexagonal rod.
00017452,True,A rectangular block with a diagonal cut on one side.
00014014,True,A flat rectangular plate.
00019582,True,A tapered cylindrical object with a circular groove and a hole at the top.
00017537,True,A cylindrical ring with a stepped outer surface and a central hole.
00015335,True,A tapered rectangular block.
00013086,True,A cylindrical cup with a slightly tapered body.
00011050,True,A flat rectangular plate with two holes.
00010332,True,A cylindrical disc.
00016994,True,A cylindrical rod with a central through hole.
00016878,True,A rectangular block with a large central hole and smaller holes on opposite ends.
00016282,True,A cylindrical rod with a conical tip and a flanged base.
00015908,False,
00014732,True,A bracket with a circular cutout and angled support.
00018185,True,A rectangular block with a sloped top and a circular hole through it.
00011668,True,A thin circular ring.
00015788,True,"A bracket-like component with a flat base, angled support, and a through hole."
00015436,True,A thin circular ring.
00012256,True,A cylindrical rod with a flanged base and a central hole.
00016896,True,A curved bracket with a U-shaped profile and a flat base.
00011559,True,A bent pipe with multiple angled sections and a flanged end.
00019775,True,A cylindrical rod.
00017947,True,A cylindrical disc with a rectangular indentation on the top surface.
00017033,True,A cylindrical rod with a flanged base.
00018760,True,A cylindrical rod with a flanged base and a conical tip.
00017518,True,A T-shaped bracket with a cylindrical rod and a flanged end.
00013329,True,A rectangular block with a sloped top surface.
00012638,True,A cylindrical rod with a stepped profile.
00014509,True,A hollow cylindrical rod with a tapered end.
00013065,True,A cylindrical rod with a conical tip.
00015610,True,A rectangular block with a stepped cutout on one side.
00010419,True,A cylindrical disc with a central hole.
00012083,True,A flat rectangular plate.
00012752,True,A cylindrical rod with a conical tip and a flanged base.
00017066,True,A rectangular block with a triangular prism on one side.
00018313,True,A flat rectangular plate.
00019298,True,A sphere with a groove around its circumference.
00014337,True,A cylindrical cap with an internal groove.
00015701,True,A cylindrical disc with a central hole.
00015047,True,A square-based hollow pyramid.
00014927,True,A flat circular disc with a central hole.
00018519,True,A cylindrical rod.
00018368,True,A square plate with a central circular hole.
00016799,True,A hollow conical shape with a circular base.
00019558,True,"A flat, oval-shaped plate."
00013711,True,A cylindrical rod with multiple grooves.
00019998,True,A flat square plate.
00014187,True,"A flat, L-shaped bracket with a circular hole near the bend."
00014090,True,A rectangular block with a triangular prism on top.
00016626,True,A hollow square prism with open ends and a square hole through its center.
00016450,True,A square frame with a rectangular cross-section.
00017105,True,A stepped block with a sloped side and a flat top.
00019321,True,A sphere with a circular groove around its circumference.
00012264,True,A stepped rectangular block with an L-shaped cutout.
00013209,True,A cylindrical rod with a hexagonal midsection.
00016279,True,A cylindrical rod with a central through hole.
00017274,True,A square block with a central circular hole.
00019489,True,A cylindrical rod.
00014419,True,A rectangular block with two parallel through holes.
00018438,True,A flat circular disc with a central hole.
00018501,True,A cylindrical rod.
00017963,True,A cylindrical rod with a conical tip and a flanged base.
00014936,True,A tapered rectangular block.
00018075,True,A rectangular block.
00016796,True,A cylindrical disc with a central hole.
00013198,True,A wedge-shaped bracket with a rounded end and a circular hole.
00019366,True,A rectangular block with a tapered end.
00011543,True,A cylindrical rod with a conical tip and a flanged base.
00014637,True,A cylindrical rod with a rectangular plate attached perpendicularly.
00017809,True,A cylindrical disc with a central hole and a raised circular flange.
00019592,True,A cylindrical rod with a through hole and a partial cutout.
00019356,True,A cylindrical rod with a flanged base and a rounded tip.
00016447,True,A cube with a triangular prism on top.
00018204,True,"A flat, trapezoidal plate."
00011678,True,A cylindrical ring with a stepped outer surface.
00017306,True,A rectangular block with a stepped top and sloped side.
00016934,True,A rectangular block with a stepped cutout and a sloped edge.
00013674,True,A cylindrical disc with a central groove.
00010455,True,A flat square plate.
00018023,True,A hollow cylindrical rod with a flanged base.
00012208,True,A cylindrical block with a rectangular extension on one side.
00016284,True,A hollow cylindrical ring.
00019578,True,"A flat, rectangular plate with a tapered edge."
00012442,True,A cylindrical rod with a conical tip and a flanged base.
00017163,False,
00019479,True,A flat circular disc.
00019439,True,A flat square plate.
00016078,True,A cylindrical rod with a flanged base.
00017168,False,
00016694,True,A cube.
00016895,True,A curved block with a concave top surface and flat base.
00013904,True,A rectangular block with a triangular prism on top.
00011451,True,An irregularly shaped flat plate with a large curved cutout and a circular hole.
00017655,True,A cylindrical rod with a flanged base.
00014242,True,A sphere.
00017279,True,A square plate with a central circular hole.
00014617,True,A rectangular block with a sloped top surface.
00015791,True,A cylindrical rod with a flanged base and a rounded tip.
00010779,True,A cylindrical ring with a cutout and a side hole.
00013901,True,A hemisphere.
00015913,True,A cylindrical cap with a partial cutout and a flat top.
00018217,True,A wedge-shaped block with a cylindrical hole.
00010719,True,A disc with concentric raised rings.
00012972,True,A square plate with a central hole and beveled edges.
00016943,True,A stepped rectangular block with a sloped top surface.
00016190,True,A rectangular block.
00012035,True,A rectangular block with a cylindrical rod protruding from one face.
00017164,True,A square plate with a central circular hole.
00017021,True,A cylindrical rod with a flanged base and a rectangular block midsection.
00015801,True,A funnel-shaped object with a cylindrical base and a central hole.
00011673,True,A cylindrical ring with a central hole.
00018025,True,A tapered block with a central through hole.
00010007,True,A cylindrical rod with a side handle and a circular base.
00017457,True,A rectangular block with a stepped top surface.
00015051,True,A rectangular block with two through holes and curved indentations on the sides.
00016709,True,A rectangular block with a vertical extension and a hole.
00012719,True,A spherical object partially enclosed by a circular ring.
00010771,True,A rectangular rod with a notched end.
00017739,True,A rectangular block with a semi-cylindrical top and a circular hole through the center.
00013936,True,A cylindrical rod with two grooves and a central through hole.
00017779,True,A flat rectangular plate.
00014323,True,A cube with a circular through hole on one face.
00013166,True,A T-shaped block with varying thickness.
00019680,True,A cube with a triangular prism on top of one face.
00016825,True,A round disc with a central hole and a groove around its circumference.
00015703,True,A rectangular block with three circular through holes.
00012841,True,A cylindrical rod with a conical tip.
00017458,False,
00015250,True,A rectangular block with a semicircular top.
00017514,True,A cube with a pyramid on top of one face.
00013312,True,Interlocking rings.
00013432,True,A rectangular block with a central notch on one side.
00013923,True,A square frame with a hollow center.
00010155,True,A cylindrical ring.
00018523,True,A cylindrical rod with a slanted top.
00016945,True,A square plate with a central circular hole.
00018378,True,An L-shaped bracket with a cylindrical hole on one end.
00014117,True,A flat circular disc.
00017744,True,A flat square plate.
00019000,True,A curved hook-like structure with a flat profile.
00018759,True,A cylindrical rod with a flanged base.
00014194,True,A cylindrical component with a central hole and flanges on both sides.
00019929,True,A cone.
00018413,True,A flat square plate.
00017713,True,A cylindrical rod.
00018366,True,A stepped block with a sloped side.
00014777,True,A cylindrical ring with a central hole.
00012055,True,A cylindrical ring with a central hole and flanged edges.
00012070,True,A cylindrical rod with a conical tip.
00019023,True,A cylindrical rod.
00016428,True,A conical funnel with a cylindrical spout and a circular base.
00014756,True,A T-shaped bracket with a flat base and vertical support.
00018334,True,A round table with a cylindrical base and a circular top.
00015630,True,A cylindrical rod.
00011674,True,A cylindrical ring with a recessed inner groove.
00018954,True,A hollow cylindrical ring.
00011677,True,A flat circular ring.
00018309,True,A thin rectangular plate.
00014007,True,A cylindrical sleeve with two grooves and a central through hole.
00018363,True,A cube with a circular through hole.
00013476,True,A cylindrical rod with a flanged base.
00016416,True,A cylindrical cup with a flanged base and a central hole.
00014941,True,A rectangular plate with a large circular hole and a small hole near one edge.
00013928,True,A flat rectangular block with a long rectangular cutout.
00017309,True,A square plate with a central circular hole.
00017176,True,A square plate with a central circular hole.
00018428,True,An open-top square container with sloped sides.
00012965,True,A toroidal ring with a central groove.
00018968,True,A flat disc with a central hole.
00011164,True,A hollow cylindrical cup with a slightly tapered shape.
00013604,True,A cylindrical disc with a central hole and a groove around its circumference.
00017158,True,A square plate with a central circular hole.
00013302,True,A round disc with two holes and a raised edge.
00014164,True,A disc with a central hole and a raised circular flange.
00019540,True,A cylindrical rod with a flanged base.
00011358,True,A trapezoidal block.
00019074,True,A cylindrical rod with a conical tip and a flanged base.
00018188,True,A flat circular disc with a central hole.
00015819,True,A cylindrical rod with a flanged base and a central hole.
00015941,True,A square plate with a central circular hole and four corner holes.
00017215,True,A thin circular ring.
00014309,True,A curved pipe with threaded ends.
00011867,True,A flat circular ring with multiple holes around the perimeter.
00011178,True,A cylindrical object with a hexagonal socket and a flanged base.
00011671,True,A circular ring with a grooved outer surface.
00018170,True,A rectangular block with a tapered top.
00017151,False,
00017683,True,An L-shaped bracket.
00019969,True,A cylindrical rod with a flanged head.
00014913,True,A flat square plate.
00015902,True,A hemisphere.
00019710,True,A cylindrical rod with a hexagonal flange and a threaded end.
00018989,True,A cylindrical rod with a flanged base and a central hole.
00014733,True,"A round, domed object with a central hole and a flat base."
00012268,True,A pendant light fixture with a dome-shaped shade and a central rod.
00014557,True,A cylindrical rod.
00017746,True,A cylindrical rod with a flanged base and a central hole.
00012041,True,"A long, thin cylindrical rod."
00016603,True,A cylindrical rod with a flanged base and a conical tip.
00011580,True,A flat rectangular plate.
00017823,True,A trapezoidal prism.
00012482,True,A double-concave cylindrical disc.
00019762,True,A cylindrical rod with a semi-circular end.
00013532,True,A cylindrical disc with a central hole and a raised circular section on one side.
00013447,True,A flat cylindrical disc.
00017073,True,A rectangular block with a triangular prism on one side.
00017610,True,A cylindrical rod with a flanged base.
00019326,True,A rectangular block with a tapered end.
00017607,True,A cylindrical rod with a flanged base and a central hole.
00012088,True,A tapered rectangular block.
00017961,True,A rectangular block with a sloped top surface.
00012163,True,A cylindrical cup with a slightly tapered body.
00015443,True,A cylindrical rod with a conical tip and a flanged base.
00014939,True,A cylindrical rod with a conical tip.
00014128,True,A disc with a central hole.
00011170,True,A flat circular disc with a central hole.
00014932,True,A wedge-shaped block with a circular through hole.
00015824,True,A flat rectangular plate.
00016704,True,A rectangular block with a sloped top surface.
00014639,True,A rectangular block with a sloped top surface.
00011185,True,A cylindrical disc with a central hole and a raised rim.
00012360,True,A cylindrical bushing with a flange and a central hole.
00016430,True,A long cylindrical rod with a cube at one end.
00016944,False,
00014255,True,A cylindrical block with a central through hole.
00011083,True,A cylindrical rod with a conical tip and a flanged base.
00010240,True,A cylindrical rod.
00015310,True,A cylindrical rod with a circular loop at one end and a flanged base at the other.
00012300,True,A cylindrical rod with a flanged base and a cross-shaped cutout on top.
00012778,True,A tapered rectangular block with a hole near one end.
00015038,True,A rectangular block with a sloped top face.
00014245,True,A cylindrical rod with a flanged base and a central hole.
00017643,True,A stepped conical structure with concentric circular grooves.
00017932,True,A rectangular block with a cylindrical hole through one end.
00013064,True,A cylindrical rod with a conical tip.
00016255,True,A cylindrical rod with a semi-circular groove along its length.
00018615,True,A cylindrical rod with a central hole.
00017747,True,A rectangular block with a sloped top surface.
00014950,True,A trapezoidal block.
00017850,True,"A flat, square plate."
00013083,True,A cylindrical rod with a conical tip and a flanged base.
00015381,True,A three-way pipe connector with cylindrical openings.
00016899,True,A flat rectangular plate.
00011351,True,A V-shaped channel with a flat base and sloped sides.
00014530,True,A cylindrical rod.
00015724,True,A cylindrical rod with a rounded head and a flanged base.
00017061,True,A square pyramid with a central through hole.
00012298,True,A heart-shaped object with a flat base.
00011082,True,A cylindrical rod.
00012435,True,A sphere with a circular indentation on one side.
00010661,True,A flat rectangular plate with a raised edge on one side.
00017071,True,A complex block with cylindrical protrusions and circular cutouts.
00013602,True,A cylindrical rod with a flanged base.
00019812,True,A C-shaped bracket with a small hole near one end.
00018513,True,A cylindrical rod.
00013539,True,A hollow square pyramid with an open base.
00015451,True,A flat rectangular plate with two circular holes.
00011249,True,A T-shaped pipe connector with cylindrical openings.
00019791,True,A rectangular block with a triangular prism on top.
00019934,True,A tapered cylindrical rod with a flanged base.
00016280,True,A tapered cylindrical tube with a flared base and a central through hole.
00017930,True,A flat rectangular plate.
00017336,False,
00019436,True,"A flat, square plate."
00017837,True,A cylindrical rod with a flanged base and a flat top.
00010470,True,An L-shaped bracket with a flat base and vertical support.
00019698,True,A wedge-shaped block with a triangular cross-section.
00019954,True,"A flat, circular disc with a central groove."
00018035,True,A rectangular block with a sloped top face.
00018228,True,A quarter-cylinder block.
00017403,True,A tapered rod with a flat end and a pointed tip.
00013073,True,A cylindrical rod with a conical tip and a flanged base.
00019476,True,A flat circular disc.
00013296,True,A flat square plate.
00010179,True,A cylindrical block with three evenly spaced holes on the top surface.
00010654,True,A rectangular block with a triangular prism on top.
00010716,True,A thin cylindrical disc.
00019234,True,A circular flange with multiple holes and a central cylindrical hub.
00010019,True,A rectangular block with a triangular prism on top.
00014139,True,A tapered cylindrical tube with a flanged base and a central through hole.
00017700,True,A cube with a pyramid on top of one face.
00016679,True,A cylindrical disc.
00015034,True,A quarter-circle wedge with a flat base and a sloped top.
00011603,True,A triangular block with a circular hole through it.
00016905,True,"A double-lobed, symmetrical object with a central constriction."
00019717,True,A cylindrical bushing with a central hole and a flanged edge.
00019911,True,A cylindrical ring with a central hole.
00012506,True,A cylindrical rod with a conical tip and a flanged base.
00012623,True,A rectangular block.
00018749,True,A cylindrical ring with a central hole.
00015457,True,A cylindrical disc with a central hole.
00014943,True,A wedge-shaped block with a circular hole through it.
00013606,True,A cylindrical rod with a conical tip and a flanged base.
00016932,True,A tapered rectangular rod.
00015850,True,A cylindrical rod with a flanged base.
00013295,True,A cylindrical pipe with a wider flanged base.
00018474,True,A rectangular block with one rounded end.
00016917,True,A cup with a handle.
00017721,True,A cylindrical rod with a conical tip and a flanged base.
00012255,True,A square tray with sloped sides.
00017727,True,A cylindrical rod with a central groove.
00019138,True,A cylindrical rod with a conical tip and a flanged base.
00019150,True,A cube with multiple circular holes on its faces.
00014937,True,A rectangular frame with a large central cutout.
00013759,True,A tapered rectangular block with a vertical slot.
00017848,True,A cylindrical rod with a flanged base and a rounded tip.
00017644,True,Three connected cylindrical rods forming a T-shape.
00017805,True,A cylindrical rod with a flanged base and a central hole.
00018147,True,A rectangular block.
00010398,True,A rectangular block with a sloped top surface.
00017945,True,A rectangular block with a curved top surface.
00012921,True,An L-shaped bracket with flat surfaces.
00013601,True,A cylindrical rod with two flanges and a stepped profile.
00018127,True,A flat rectangular plate with a square cutout in the center.
00016479,True,A cylindrical rod.
00011484,True,A flat circular disc.
00017290,True,A stepped block with a sloped side and a flat top.
00016045,True,A tapered cup with a clover-shaped cross-section.
00017388,True,A rectangular block with a sloped top surface and a stepped base.
00016659,True,A rectangular block.
00014429,True,A circular disc with a central hole.
00017878,True,A flat circular disc with a keyhole-shaped cutout.
00016790,True,A tapered hollow cylindrical tube.
00011353,True,A cylindrical ring with a groove around its circumference.
00017666,True,A cube with a circular hole through the top face.
00018415,True,A cylindrical rod with two grooves and a central through hole.
00017903,True,A rectangular block with a pyramid on top.
00014960,True,A cube with a pentagonal pyramid on top.
00013226,True,A cylindrical rod with a domed head and a flanged base.
00014195,True,A round disc with a central hole and a flanged edge.
00019140,True,A long rectangular rod with a right-angled notch at one end.
00014938,True,A cylindrical ring.
00013692,True,A cylindrical disc with a central hole and a groove around its circumference.
00019921,True,"A spool-shaped object with two large discs connected by a central cylindrical rod, featuring a hole through the center."
00018385,True,A rectangular block with a semi-cylindrical top and a circular hole through the center.
00016034,True,A cylindrical flange with a central protruding tube and two holes.
00018537,False,
00016300,True,A flat circular disc.
00011414,True,A rectangular block with two circular through holes.
00015491,True,A cylindrical disc with a central groove.
00017815,True,A tapered cylindrical cup.
00019590,True,A rectangular block with a stepped cutout on one side.
00013732,True,A cylindrical rod with a conical tip and a flanged base.
00010616,True,A cylindrical rod with a flanged disc in the middle.
00019075,True,A tapered cylindrical rod with a flanged base.
00014481,True,A cylindrical rod with a rectangular slot on top.
00011344,True,A square plate with a central ridge and an angled edge.
00016760,True,A cylindrical disc with a central hole.
00013565,True,A tapered cylindrical object with a central hole.
00018001,True,A cylindrical bushing with a flanged top and a central through hole.
00013758,True,An L-shaped bracket with a flanged edge.
00013018,True,A cylindrical tube with an angled cut on one end.
00010408,True,An L-shaped bracket with a rectangular base and vertical support.
00017864,True,A flat rectangular plate.
00017642,True,A cylindrical block with a vertical rod and multiple holes on the top surface.
00012644,True,A bolt with a hexagonal head and a cylindrical shaft.
00017934,True,A curved bracket with a central indentation.
00012897,True,A cylindrical disc with a central through hole.
00014538,True,A flat ring with a rectangular tab extending from the outer edge.
00016766,True,A hollow rectangular box with open ends.
00012640,True,"A bracket-like object with a rounded top, a flat base, and a central hole."
00019686,True,A cylindrical ring with a central groove.
00017698,True,A rectangular block with a cylindrical protrusion on one side.
00016930,True,A flat rectangular plate.
00016772,True,A flat rectangular plate.
00011920,True,A cylindrical rod with a central groove.
00011490,True,A cylindrical rod with a flanged base and a central through hole.
00011314,True,A cylindrical rod with a flanged head and a hole near the base.
00018361,True,A cube with a circular hole through one face.
00010698,True,A hollow square-based pyramid with an open top and a square hole at the base.
00010508,True,A cylindrical rod with a square cross-section and a tapered tip.
00013245,True,A cylindrical rod with a central groove and a hollow end.
00013757,True,An L-shaped bracket with a flat top and vertical support.
00018213,True,A tapered rectangular block.
00016705,True,A rectangular block with a sloped top surface.
00011013,True,An L-shaped bracket with two holes on one arm.
00011689,True,A ring with a stepped outer edge.
00016445,True,A cylindrical rod with a hexagonal socket head.
00013924,True,A cylindrical rod with a conical tip and a flanged base.
00013304,True,A rectangular block with a triangular prism on top and a circular hole through it.
00014596,True,A cylindrical disc with a central raised cylindrical section and a hole through the center.
00018550,True,A square tray with raised edges.
00019338,True,A rectangular block with a tapered end.
00012350,True,A cylindrical rod with a flanged base and a perpendicular cylindrical extension.
00017741,True,A cylindrical rod with a flanged base.
00019521,True,A hollow rectangular box with an open top.
00016260,True,A flat rectangular plate with a stepped end.
00014318,True,A cylindrical cap with a recessed top and a central hole.
00016931,True,A tapered rectangular rod with a stepped end.
00015870,True,A vase-shaped object with a narrow neck and flared base.
00014371,True,An L-shaped bracket.
00017936,True,A cube with a chamfered edge.
00017574,True,A cylindrical rod with a conical tip.
00019650,True,A hollow cylindrical cup with a tapered body and a small hole on the side.
00015311,True,A cylindrical rod with a circular hole at one end and a flanged base.
00010527,True,A flat rectangular plate with a hole near one corner and a perpendicular rectangular base.
00017297,True,A rectangular block with a diagonal cut on one end.
00012042,True,A cylindrical rod with a conical tip and a flanged base.
00010201,True,A cylindrical rod with a conical tip and a flanged base.
00014925,True,A rectangular block with three circular through holes.
00015751,True,A rectangular block.
00017251,True,A cylindrical cup with a handle.
00010789,True,A round disc with a central hole and a raised rim.
00017519,True,A cylindrical rod with spherical ends.
00019587,True,A tapered cylindrical tube with a hollow center.
00018658,True,A flanged disc with multiple through holes and a central cylindrical protrusion.
00013617,True,A cylindrical object with a rectangular protrusion on the side.
00017042,True,A cylindrical ring with a rectangular cutout on the side.
00013372,True,"A long, thin rectangular rod."
00015813,True,A cylindrical rod with a flanged base and a central hole.
00018099,True,A cylindrical rod with a central tapered section.
00019888,True,A cylindrical ring with a central hole.
00015743,True,A cylindrical disc with a central hole.
00014763,True,A rectangular block with a stepped top surface.
00015635,True,A rectangular block with a sloped top surface.
00011696,True,A cylindrical ring with a stepped outer profile and an internal groove.
00017477,True,"A wavy, elongated S-shaped rod."
00017107,True,A square plate with a central circular hole and beveled edges.
00013264,True,A flat cylindrical disc.
00015847,True,A flat rectangular plate with a central hole and two smaller holes.
00010070,True,A cylindrical component with flared ends and a central through hole.
00012372,True,A cylindrical wheel with a central hub and a recessed face.
00017312,False,
00017789,True,A cylindrical rod with a conical tip.
00011627,True,A hollow cylindrical cup with a thick base.
00014582,True,A wedge-shaped block with a rounded top edge.
00015812,True,A cylindrical rod with a central hole and a flanged base.
00017507,True,A cylindrical rod.
00016865,True,A torus-shaped object with a flat profile.
00011913,True,"A flat, irregularly shaped bracket with three holes."
00015235,True,An egg-shaped object with a circular indentation on one end.
00019520,True,A rectangular block with a triangular prism on top and a circular hole through one side.
00019490,True,A torus.
00015702,True,A cylindrical block with multiple through holes.
00016189,True,A rectangular block with a tapered end.
00012142,True,A flat rectangular plate.
00019780,True,A rectangular tray with sloped sides.
00010397,True,An L-shaped block with a rectangular extension on one side.
00018299,True,A hollow truncated cone.
00018041,True,A spherical object with a flat circular base.
00010759,True,A spool-shaped object with a central hole.
00015631,True,A cylindrical rod.
00014080,True,A cylindrical rod.
00017400,True,A cylindrical sleeve with a partial cutout.
00018480,True,"A flat, square plate."
00017302,True,A square plate with a central circular hole.
00011866,True,A rectangular block with a circular through hole.
00012892,True,An L-shaped bracket with holes on one side.
00015300,True,"A flat, double-holed connector with rounded ends."
00019651,True,A cylindrical rod with a flanged base and a central through hole.
00019607,True,"A curved, hollow rectangular block with a semi-circular cutout."
00019437,True,A flat rectangular plate.
00017553,True,A tapered rectangular block.
00011676,True,A cylindrical ring with a central hole.
00017224,True,A cylindrical rod with a conical tip and a flanged base.
00017328,True,A rectangular block with a triangular prism on top.
00019591,True,A cylindrical rod with a partial cutout and a central hole.
00017665,True,A flat circular disc with a central hole.
00017599,True,A spool-shaped object with a central hole.
00011389,True,A cylindrical rod with a rounded end.
00013072,True,A cylindrical rod with a conical tip and a flanged base.
00018650,True,A cylindrical rod with a conical tip and a flanged base.
00018358,True,A cylindrical disc with a central hole and a flanged base.
00015817,True,A cylindrical rod with a central hole and a flanged base.
00017526,True,A cylindrical rod with a conical tip.
00015980,True,A cylindrical flange with a central hole and a smaller cylindrical extension.
00014017,True,A hollow cylindrical rod with a tapered body.
00012871,True,A rectangular block with a sloped top surface.
00018568,True,A sphere.
00015755,True,A cylindrical rod with a central through hole.
00019460,True,A T-shaped block with a central groove.
00015960,True,A U-shaped channel with flanges on the open ends.
00011415,True,A bolt with a hexagonal head and a cylindrical shaft.
00017390,True,A square pyramid with a circular hole through the center.
00010231,True,A cone with a circular hole through the center.
00012650,True,A cylindrical rod with a spherical end.
00017714,True,A cylindrical bushing with a hexagonal through hole.
00010383,True,A cylindrical base with a central protruding rod and a hexagonal indentation on top.
00019900,True,A hollow cylindrical cup with a slightly tapered shape.
00013925,True,A tapered rectangular block with a central cutout.
00016949,True,A cylindrical rod with a conical tip and a flanged base.
00015842,True,An L-shaped bracket with holes on each arm.
00016913,True,"A flat, trapezoidal plate."
00018454,True,A hemispherical dome with a hollow base.
00014060,True,A rectangular block.
00013434,True,A cylindrical component with flanges on both ends and a central groove.
00012735,True,A cylindrical rod with a disc-shaped flange and a central hole.
00010560,True,A cylindrical rod with a hexagonal flange and a threaded base.
00016916,True,A rectangular block with one tapered end.
00013653,False,
00011169,True,A cylindrical rod with a hexagonal socket head and a flanged base.
00019967,True,A cylindrical bushing with a central hole and flanges on both ends.
00013071,True,A cylindrical rod with a conical tip and a flanged base.
00017756,True,A hollow cylindrical ring.
00017359,True,A square plate with a central circular hole.
00010021,True,A rectangular block with a corner cutout.
00011630,True,A cylindrical rod with a conical tip and a flanged base.
00016915,True,A cube with a pyramid on top of one face.
00013038,True,A cylindrical rod with a conical tip and a flanged base.
00016875,True,A square plate with a central circular hole and beveled edges.
00013959,True,A cylindrical rod.
00015060,True,A flat cylindrical disc with a straight slot on the top surface.
00011054,True,A curved plate with a cylindrical protrusion and a hole.
00011694,True,A cylindrical component with a central hole and a flanged base.
00016073,True,A cube with a circular through hole on one face.
00011919,True,A flat rectangular bar with multiple circular holes.
00014728,True,A dome-shaped object with a cylindrical protrusion at the base.
00014529,True,A cylindrical rod.
00018346,True,A cube.
00017459,True,A square pyramid with a circular hole through the center.
00017648,True,A hexagonal prism with a central cylindrical hole.
00013101,True,A rectangular block with a tapered top.
00015348,True,A cylindrical rod with a square flange in the middle.
00013362,True,A cylindrical rod.
00011252,True,A hollow cylindrical cup with a flat base.
00014851,True,A round disc with a central hole and a raised circular flange.
00012182,True,A flat rectangular plate.
00017960,True,A cylindrical rod with a conical tip and a flanged base.
00015796,True,A hollow cylindrical rod.
00010111,True,A cylindrical disc with a central hole.
