model_id,isDescribable,description
00017715,True,A cylindrical bushing with a central hole and a notched groove on the outer surface.
00011808,True,A flat square plate with multiple circular holes and a central square cutout.
00016147,True,A circular flange with a central hole and multiple smaller holes around the perimeter.
00011096,True,A cylindrical flange with a central hole and multiple bolt holes around the perimeter.
00019386,True,A cylindrical tube with a central seam.
00015674,True,A rectangular block with pointed ends and multiple holes along its length.
00019790,True,A cube with a cylindrical hole through the top face.
00019230,True,A clamp-like bracket with a circular opening and mounting holes.
00011304,True,A flat rectangular beam with two angled support legs.
00015370,True,A funnel-shaped container with a spout on one side and a circular hole near the top.
00014220,True,A ladle with a long handle and a shallow bowl.
00019353,True,A cylindrical pipe connector with a flanged base and multiple bolt holes.
00017755,True,"A cylindrical body with a flat circular top and an extended tab, featuring a central hole."
00019259,True,An L-shaped bracket with multiple holes for mounting.
00011636,True,A tapered block with a semi-circular cutout and a cylindrical base.
00013774,True,A hexagonal nut with a cylindrical extension and a central threaded hole.
00011746,True,A T-shaped bracket with five circular holes.
00014695,True,A cylindrical peg with a flared top and a recessed groove.
00011785,True,"A flat, rounded rectangular plate with multiple holes and a large central cutout."
00016977,True,Two intersecting flat rectangular plates forming a cross shape.
00014077,True,A zigzag-shaped bracket with a rectangular base and a protruding hook.
00017763,True,A bracket-like component with a curved hook and a mounting hole.
00013523,True,A cylindrical rod with a flanged head and a hexagonal recess.
00011939,True,A hex socket head bolt with a cylindrical shaft.
00018027,True,A tapered rod with a pointed tip and fin-like structures at the opposite end.
00014232,True,A cylindrical wheel with a central hub and two through holes.
00010627,True,A long rectangular bar with a stepped profile and small protrusions at each end.
00010256,True,A cylindrical connector with a flared top and a recessed central section.
00012254,True,"A vertical bracket with a flat base, two mounting holes, and a central upright arm with a hole at the top."
00017114,True,A bracket with a central cylindrical hole and two mounting tabs with holes.
00018007,True,A clamp-like bracket with a circular opening and mounting holes on flanges.
00019755,True,A conical flask with a cylindrical neck and a side spout.
00013061,True,A cylindrical rod with a circular flange and a rectangular mounting tab.
00017804,True,A hollow cube with a square opening on top and a protruding rectangular tab on one side.
00012720,True,A curved panel with mounting tabs and slots.
00016852,True,A rectangular paddle with a cylindrical handle and a flared transition.
00018921,True,A cylindrical connector with flanges and through holes.
00014755,True,A wedge-shaped block with a central vertical slot and a flat base.
00018412,True,A square base with a central cylindrical rod and four corner holes.
00016366,True,A triangular prism with a central circular hole through its faces.
00014822,True,A circular flange with a central cutout and two mounting holes.
00017062,True,"A bracket with a central circular hole, two mounting tabs, and a sloped support."
00017089,True,A bracket with a central cylindrical hole and two mounting holes on a flat base.
00011432,True,An L-shaped bracket with a notch and a protruding tab.
00011783,True,A flat square plate with multiple circular holes and a central square cutout.
00017208,True,A flat rectangular plate with a small rectangular block attached at one end.
00012236,True,A V-shaped bracket with tapered arms.
00011433,True,A T-shaped flat bracket with a slot near the bottom.
00013022,True,An oval-shaped bracket with two circular holes of different sizes.
00017391,True,A bracket with a central cylindrical hole and two mounting holes on a flat base.
00019222,True,A cylindrical rod with a flanged end and a central hole.
00011449,True,A U-shaped bracket with a central hole and an angled back support.
00016395,True,An arrow-shaped flat object with a circular base and a central hole.
00010338,True,A rectangular block with two cylindrical protrusions on one face and sloped sides.
00011826,True,A tapered flat bar with evenly spaced holes along its length.
00018183,True,A wedge-shaped block with a cylindrical hole through one face and a recessed circular feature on the opposite face.
00010530,True,"A bracket with a vertical circular tab featuring a central hole, mounted on a rectangular base with a stepped underside."
00019963,True,An L-shaped bracket with a circular hole and a curved hook feature.
00017324,True,A bracket-like structure with a central circular hole and a stepped profile.
00017762,True,A curved bracket with a cylindrical hole and a hook-like end.
00014726,True,A cylindrical rod with flanges at both ends and two mounting tabs on the side.
00019456,True,A wedge-shaped block with a large circular hole and a smaller hole on the top surface.
00010507,True,A stepped cylindrical rod with a tapered section.
00012943,True,A rectangular bracket with a central cutout and raised side flanges.
00015565,True,An I-beam with a central web and flanges on both sides.
00015778,True,A cylindrical bracket with a flat mounting base featuring four holes.
00010396,True,A cylindrical pipe connector with a rectangular mounting base and two holes.
00011408,True,A curved bracket with multiple holes along its length.
00014135,True,A curved rectangular block with a hollow underside.
00011747,True,"A flat, rounded rectangular plate with multiple holes and a large central cutout."
00013598,True,"A cylindrical rod with a hexagonal head, resembling a bolt."
00018815,True,"A flat, elongated plate with four circular holes."
00017126,True,A wedge-shaped block with a central slot and two protruding rectangular tabs.
00014934,True,"A flat, irregularly shaped plate with a central cutout and extended edges."
00018637,True,A clamp-like bracket with a circular opening and mounting holes.
00012556,True,A cylindrical socket with a hexagonal recess and a flared outer rim.
00011986,True,"A flared funnel-like structure with a central hole and a wide, curved rim."
00011411,True,A circular disc with multiple holes of varying sizes and a central recessed area.
00016506,True,A cylindrical sleeve with a central through hole.
00010388,True,A rectangular block with a central square cutout and three circular holes.
00016947,True,A bracket with a central circular hole and a raised back support.
00011805,True,"A flat, irregularly shaped bracket with two circular holes and a central square cutout."
00018486,True,A rectangular block with a semi-circular cutout and a recessed channel on top.
00014055,True,A wedge-shaped block with a rounded top and a central through hole.
00013026,True,A tapered cylindrical rod with stepped sections.
00018049,True,A rectangular block with a cylindrical protrusion and an open slot on one side.
00013922,True,A cylindrical rod with two sets of rings and two perpendicular slots.
00011112,True,A rectangular block with a cylindrical protrusion and a circular cutout on one face.
00012898,True,A circular wheel-like object with a central hub and recessed features.
00013265,True,A hollow conical shape with a circular base and a pointed tip.
00016374,True,A rectangular block with two semi-circular grooves on the underside.
00013810,True,A circular ring with internal notches and a stepped profile.
00018123,True,A hollow square frame with rounded corners and sloped sides.
00010791,True,A flat circular lid with a central rectangular cutout and a raised rim.
00016089,True,An L-shaped bracket with a flat base and vertical support.
00010833,True,A flat circular disc with small holes near the edge.
00016287,True,A hollow cylindrical tube with a helical groove.
00013191,True,A curved bracket with a rectangular cutout and a sloped edge.
00011560,True,A rectangular block with a cylindrical protrusion on one side and a circular hole through the center.
00011817,True,A tapered rectangular bar with rounded edges and evenly spaced holes along its length.
00018896,True,A hollow cylindrical rod with a central through hole.
00011803,True,A tapered rectangular bar with rounded ends and multiple through holes.
00013646,True,A pentagonal prism with a partial enclosure on one side.
00012595,True,A rounded rectangular block with a slightly convex top and bottom.
00012934,True,A circular clamp with a cylindrical hinge and a triangular support structure.
00016996,True,A triangular mounting bracket with a cylindrical extension and multiple holes.
00019223,True,A cylindrical rod with a flanged end and a central hole.
00017595,True,A rectangular block with a central cylindrical rod and four corner holes on one face.
00017124,True,A U-shaped bracket with mounting holes on flat bases.
00019510,True,A flat rectangular plate with a horizontal groove across its surface.
00016238,True,A curved rectangular block with a tapered profile and notches on the sides.
00017110,True,A U-shaped bracket with two circular holes on the base.
00011262,True,A flat circular ring with a small hole on the outer edge.
00017393,True,A U-shaped bracket with two circular holes on the base and extended side flanges.
00012831,True,A tapered cylindrical rod.
00019173,True,"A thin, elongated rectangular plate with a slight central bend."
00017475,True,A flat rectangular plate.
00016268,True,A tapered rectangular plate with multiple circular holes along its length.
00017286,True,A U-shaped bracket with mounting holes on the base flanges.
00018660,True,A cylindrical rod with a flanged head and a recessed hexagonal socket.
00017161,True,A U-shaped bracket with two circular holes on the base and flanges on the sides.
00010386,True,"A flat rectangular plate with a large central cutout, a smaller circular hole near the top, and a notch at the bottom edge."
00014375,True,An L-shaped bracket with a circular hole on one face.
00018740,True,A cylindrical bushing with a flange and a central hole.
00018732,True,A cylindrical rod with tapered ends and a central through hole.
00017946,True,A tapered cylindrical rod with a rectangular extension and a hole at the wider end.
00017544,True,A conical flange with a cylindrical extension and a central through hole.
00016169,True,A curved bracket with a central hole and two mounting holes on the sides.
00016197,True,"A long, tapered cylindrical rod with pointed ends."
00018105,True,A circular disc with multiple through holes and a central recessed feature.
00010456,True,"A cylindrical component with a central hole, a recessed top, and two opposing notches on the rim."
00017997,True,A cylindrical bolt with a hexagonal socket head.
00013278,True,A tapered rectangular block with rounded edges and two small protruding pegs on one side.
00011700,True,A circular flange with a central hole and a recessed groove.
00010742,True,A flat rectangular plate with two rectangular protrusions on one side.
00019104,True,A U-shaped bracket with a long arm and mounting holes.
00015570,True,A flat rectangular base with two semi-circular arches on top.
00018911,True,A cylindrical ring with a recessed central section and a thicker outer rim.
00016379,True,A rectangular block with a stepped protrusion on one end.
00017246,True,A cube with rounded edges.
00011940,True,A hex socket head bolt with a cylindrical shaft.
00016081,True,An L-shaped bracket with a flat base and vertical support.
00011741,True,A cross-shaped bracket with four circular holes and a central hole.
00019119,True,A quarter-circle flat plate with uniform thickness.
00017353,True,A circular flange with a central hole and multiple smaller holes around the perimeter.
00016890,True,A tapered cylindrical connector with side holes and a central hollow section.
00015181,True,"A long, tapered cylindrical rod with pointed ends."
00010886,True,A cylindrical rod with a rectangular handle and a rounded scoop-like end.
00015689,True,A rectangular block with two circular holes and a central rectangular cutout.
00013531,True,A cylindrical component with a hexagonal section and a protruding rod.
00014408,True,A stepped cylindrical rod with a tapered section.
00010653,True,A stepped rectangular block with a protruding section and a cutout.
00017325,True,A U-shaped bracket with two holes on the base and raised side flanges.
00017480,True,A U-shaped bracket with mounting holes on each end.
00018877,True,A hollow cylindrical rod with a tapered section.
00015707,True,A cylindrical rod with multiple evenly spaced holes along its length.
00012639,True,A U-shaped bracket with a central hole and a flat base.
00016961,True,A flat circular ring with multiple evenly spaced holes around the perimeter.
00017050,True,A flat L-shaped bracket with a circular hook at one end.
00014891,True,A curved bracket with a cylindrical loop and a flat mounting base.
00014791,True,"A cylindrical component with a central rod, featuring rectangular cutouts and a recessed section."
00016264,True,A tapered rectangular plate with multiple circular holes in a row.
00015955,True,A rectangular plate with a central circular cutout and four corner holes.
00015475,True,A cylindrical bushing with a central cross-shaped cutout and a recessed top surface.
00011833,True,A tapered rectangular bar with rounded ends and multiple through holes.
00017102,True,An L-shaped bracket with a central circular hole and a recessed base.
00018243,True,A rectangular block with a cylindrical protrusion and a circular base.
00018286,True,A cylindrical container with a flat top and two protruding pins at the bottom.
00018661,True,A tapered hexagonal rod with a central through hole.
00011429,True,A flat circular disc with five large holes and a central cylindrical hub.
00010380,True,A cross-shaped bracket with circular cutouts and a central raised section.
00019428,True,An L-shaped bracket with multiple holes and a central slot.
00015753,True,A cylindrical block with a central hole and two side holes.
00017603,True,A cylindrical clamp with a semi-circular cutout and two mounting holes.
00011733,True,A U-shaped bracket with holes on each face.
00011409,True,A V-shaped bracket with a central circular base and multiple mounting holes.
00014515,True,A cylindrical rod with a hexagonal socket head.
00019469,True,"A rectangular box with a sloped top, featuring circular and rectangular cutouts on the sides."
00015629,True,A square flange with a central hole and four corner holes.
00011767,True,"A cross-shaped plate with four holes, one at each end of the cross arms, and a central hole."
00018379,True,An L-shaped bracket with a cylindrical hole and a curved hook feature.
00017131,True,A U-shaped bracket with two circular holes on the base and raised side flanges.
00018500,True,A flat square plate with a central circular hole and notched corners.
00012285,True,A ring with a triangular prism on top.
00017229,True,A curved bracket with cylindrical ends and a central arch.
00015836,True,A T-shaped bracket with three mounting holes and a central vertical extension.
00017220,True,A curved bracket with cylindrical ends and a central arch.
00015502,True,An L-shaped bracket with multiple holes for mounting.
00014182,True,A cylindrical post with a flared base and a recessed top.
00018460,True,A Y-shaped bracket with a central circular feature and curved arms.
00018404,True,"A long, slender rod with a cross-shaped cross-section."
00018443,True,A cylindrical rod with a tapered end and a central hole.
00013450,True,A flat rectangular plate with two square protrusions on one side.
00019238,True,A hexagonal nut with a central threaded hole.
00017332,True,"A block with a vertical backrest, a sloped front, and a central circular hole."
00018876,True,A thick toroidal ring with a central hole.
00015682,True,A cylindrical block with a cross-shaped cutout on the top surface.
00011562,True,A rectangular block with a circular through hole on one face.
00017734,True,An L-shaped bracket with a slotted hole on one face and circular holes on the other.
00015259,True,A square block with a central cutout and a cylindrical rod extending from one face.
00010242,True,A hollow rectangular prism with rounded edges and a square opening on each end.
00010186,True,A flat rectangular block with a stepped cutout on one side and two supporting legs.
00013078,True,A curved bracket with a central notch and a flared base.
00012888,True,A tapered square rod with a central square hole.
00017984,True,A cylindrical rod.
00010095,True,A flat rectangular plate.
00015315,True,A cylindrical plug with a central groove and a recessed top surface.
00010624,True,A rectangular block with two raised rectangular prongs on one end.
00015577,True,"A cylindrical ring with two flat, angled extensions and a rectangular protrusion."
00010395,True,An L-shaped bracket with a large circular hole and a smaller mounting hole.
00017008,True,A tapered cylindrical component with an elongated arm featuring a circular hole at one end.
00014222,True,A cylindrical component with a smaller cylindrical shaft protruding from one end and a flange with bolt holes on the other.
00019536,True,A conical object with a central cylindrical protrusion and a flat circular base.
00015710,True,A cylindrical rod with a series of evenly spaced circular holes along its length.
00014365,True,"A block with a U-shaped cutout, two through holes, and an angled side."
00011904,True,"A flat, rounded rectangular plate with multiple holes, including a central circular pattern."
00019594,True,An L-shaped bracket with a circular hole at one end.
00012379,True,A circular ring with two mounting tabs and holes.
00019505,True,A rectangular frame with a central circular cutout and two side cutouts.
00015638,True,A series of cylindrical rods arranged in a radial pattern.
00010512,True,A cylindrical block with two parallel through holes and a connecting bridge between them.
00017375,True,A U-shaped bracket with two circular holes on the base and raised side walls.
00011772,True,A diamond-shaped plate with five circular holes.
00014895,True,"Two rectangular blocks, one larger and one smaller, with the larger block having a hollow section."
00017412,True,A cylindrical rod with a hexagonal flange and a circular base.
00011779,True,A curved bracket with two mounting holes and a central notch.
00011538,True,An L-shaped bracket with a circular hole near one end.
00018320,True,A U-shaped bracket with flared edges and a central recessed section.
00015116,True,A cylindrical block with three through holes and a small cylindrical protrusion on the bottom.
00015782,True,"A lever with a cylindrical base, a tapered section, and a rectangular extension with a square cutout."
00019231,True,A cylindrical flange with multiple holes and a central raised hub.
00017552,True,A circular disc with concentric raised rings and a central protrusion.
00015265,True,A round cap with a hexagonal recess in the center and a raised edge.
00012832,True,A conical lampshade with a central rod and a circular base featuring a cutout.
00019623,True,A helical compression spring.
00014510,True,A cylindrical bolt with a domed head and a flanged base.
00018878,True,A thick washer with a central hole.
00019730,True,A rectangular block with a central rectangular cutout and a curved side.
00014203,True,A right-angle bracket with three circular holes on one face and one circular hole on the other.
00019737,True,A thin rectangular plate with rounded corners.
00012565,True,A hexagonal rod with cylindrical ends and a central tapered section.
00011456,True,An L-shaped bracket with multiple circular holes along both arms.
00016023,True,A cylindrical sleeve with a vertical slot and a rectangular base extension.
00013345,True,A cylindrical cap with a central protruding rod and a rectangular cutout on the side.
00010626,True,"A long, narrow rectangular beam with a stepped profile and a small flange on one side."
00015692,True,A rectangular block with two circular holes and a rectangular protrusion on one side.
00014008,True,"A cylindrical component with a stepped top, a central hole, and a square base with a conical tip."
00014644,True,An L-shaped bracket with a central circular hole.
00017461,True,A U-shaped bracket with two circular holes on the base.
00016083,True,An L-shaped bracket with a flat base and vertical support.
00017996,True,A cylindrical bolt with a flanged head and a hexagonal socket.
00015787,True,A 90-degree pipe elbow fitting with cylindrical ends.
00019769,True,A cylindrical wheel with a central hub and three evenly spaced holes.
00012160,True,A tapered rectangular block with a circular hole on one face and a rectangular cutout on the opposite face.
00010164,True,A wedge-shaped block with two parallel slots on the top and two circular holes on one side.
00018974,True,A rectangular block with a central cylindrical protrusion and a through hole.
00011542,True,An L-shaped bracket with mounting holes on each end.
00016771,True,Two intersecting flat rectangular bars forming a cross shape.
00015267,True,A hexagonal rod.
00011335,True,"A T-shaped bracket with a flat top, rounded edges, and multiple mounting holes."
00011829,True,A tapered rectangular bar with evenly spaced holes along its length.
00019681,True,A triangular wedge with a circular hole through one face.
00015509,True,A flat rectangular panel with two parallel slots and a perpendicular support leg.
00010443,True,A rectangular block with a cylindrical protrusion and two through holes.
00013948,True,A wavy rectangular block with three cylindrical cutouts.
00018894,True,A cylindrical ring with a recessed inner section and a thicker outer rim.
00017468,True,A U-shaped bracket with two holes on the base and extended side flanges.
00011033,True,A stepped rectangular block with a protruding rectangular section on top.
00011989,True,A flared cylindrical funnel with a wide rim and a central through hole.
00018940,True,A cylindrical rod with a flange and a hexagonal recess at one end.
00010160,True,A flat rectangular plate with two recessed areas and through holes at each end.
00015413,True,A circular flange with a central cylindrical protrusion and multiple bolt holes.
00017170,True,A U-shaped bracket with mounting holes on flat bases.
00019103,True,A U-shaped bracket with mounting holes and a central recessed channel.
00013974,True,A flat circular disc with a triangular pattern on the top surface.
00014964,True,A rectangular block with a recessed triangular face.
00011823,True,A tapered rectangular bar with rounded ends and multiple through holes.
00018897,True,A cylindrical ring with a central hole and a recessed groove on one face.
00013438,True,A semi-circular frame with a central hook-like feature.
00011535,True,A U-shaped bracket with mounting holes on each side.
00017269,True,A U-shaped bracket with mounting holes on each side.
00011384,True,A flat rectangular plate with a tapered handle extending from one side.
00017339,True,A U-shaped bracket with mounting holes on the flanges.
00017338,True,A bracket with a central cylindrical hole and two mounting tabs with holes.
00013898,True,A cylindrical container with internal threading and a slightly tapered body.
00013444,True,A flat rectangular plate with four corner holes and two small square protrusions on one side.
00017049,True,An L-shaped bracket with multiple mounting holes.
00017826,True,A U-shaped bracket with mounting holes on the ends of the arms.
00018788,True,"A flat, elongated plate with four circular holes in a row."
00014688,True,A cylindrical component with a flanged top and a central hole.
00012824,True,A bracket with a circular hole and two vertical mounting flanges.
00011814,True,A flat rectangular plate with rounded ends and multiple through holes.
00017832,True,"A bracket with a right-angle profile, featuring a cylindrical hole and a hook-like extension."
00013546,True,"A flat rectangular plate with two circular holes, a square cutout, and a small raised rectangular feature."
00019165,True,A rectangular table with two wide legs and a central support beam.
00018641,True,A cylindrical flange with a central raised hub and multiple holes.
00015691,True,A rectangular plate with a central square cutout and two circular holes.
00017299,True,A bracket with a central cylindrical hole and two mounting holes on a flat base.
00013750,True,A circular retaining ring with open ends and small holes at each end.
00012651,True,A cylindrical bearing with an inner and outer ring.
00014979,True,A helical compression spring.
00015503,True,An L-shaped bracket with mounting holes.
00017673,True,A cylindrical rod with a wider cylindrical base and an adjacent smaller rod.
00012830,True,A cylindrical rod with a hexagonal flange and a recessed circular feature.
00011354,True,A rectangular block with a tapered top.
00019555,True,A helical compression spring.
00018218,True,A complex bracket with cylindrical extensions and a rectangular base.
00010980,True,A rectangular block with a central U-shaped cutout on one face.
00018649,True,A cylindrical rod with a flanged base and a domed top.
00018932,True,A flat rectangular plate with three evenly spaced holes.
00019757,True,A rectangular block with rounded edges and a tapered side.
00016960,True,A cylindrical wheel with a central hole and a recessed circular feature.
00019407,True,A right-angled bracket with a cylindrical hole and a hooked end.
00019958,True,A U-shaped bracket with mounting holes on the ends of the arms.
00018128,True,An L-shaped bracket with two holes on each face.
00014308,True,A bent cylindrical pipe with multiple angled sections.
00015283,True,A flat humanoid figure with a circular head and rectangular body and limbs.
00011584,True,"A long, thin, hourglass-shaped rod with tapered ends."
00013713,True,"A cylindrical component with a central hole, flanges, and side holes."
00012711,True,A cylindrical component with a central shaft and a recessed circular feature on one end.
00016981,True,A dumbbell-shaped object with rectangular ends and a central connecting rod.
00014237,True,A curved bracket with an S-shaped profile and a flat mounting base.
00016576,True,A cylindrical object with tapered ends and a central through hole.
00018153,True,A cylindrical bracket with a base featuring two mounting holes and a central vertical hole.
00017287,True,A bracket-like structure with a central circular hole and angled sides.
00016718,True,"A hinge-like bracket with a cylindrical rod and a circular disc, featuring a hole for mounting."
00015189,True,"A leaf-shaped object with a curved, tapered form and a central ridge."
00019501,True,A toroidal shape with a flat mounting bracket featuring a circular hole and a protruding tab.
