model_id,isDescribable,description
00106825,True,Cylindrical rod
00081335,True,Bullet-shaped object
00026635,True,V-shaped bracket
00060342,True,Curved tapered object
00058074,True,Wedge block
00065626,True,Cylindrical cap
00055347,True,Tapered wedge
00012208,True,Cylindrical block
00047092,True,Cylindrical tube
00085665,True,Round disc
00021796,True,Rectangular block with prism
00022248,True,Sloped bracket
00034455,True,Cylindrical disc
00016715,True,Rod with a circular loop
00062337,True,U-shaped bracket
00099269,True,Rectangular block
00078821,True,Square plate
00024383,True,Cylindrical container
00075852,True,Cylindrical ring
00078569,True,Rectangular frame
00018511,True,Circular ring
00080789,True,Rectangular plate
00057853,True,Cylindrical ring
00096968,True,Rectangular block
00025598,True,Cylindrical segment
00080681,True,Rectangular plate
00034010,True,Cylindrical rod
00080548,True,Cylindrical rod
00078619,True,Cylindrical rod
00056427,True,Elongated flat bars
00081050,True,Block with a U-shaped cutout
00067315,True,Rectangular plate
00057472,True,Cylindrical disc
00060171,True,Tapered rectangular block
00087380,True,Triangular bracket
00017075,True,Bracket with a flat base
00070601,True,Cylindrical rod
00013481,True,Cylindrical rod
00021188,True,Rectangular block
00071008,True,Hook bracket
00073184,True,Rectangular plate
00047067,True,Circular ring
00065083,True,Right-angled bracket
00071153,True,Rectangular plate
00100864,True,Rectangular strip
00043408,True,Circular ring
00027631,True,Cylindrical ring
00060804,True,Hexagonal ring
00051715,True,Cylindrical block
00017741,True,Cylindrical rod
00034636,True,Cylindrical bushing
00041401,True,L-shaped block
00055855,True,Octagonal plate
00041481,True,Torus shape
00022157,True,Bracket with triangular support
00053686,True,Cylindrical rod
00066953,True,Cylindrical rod
00072971,True,Tapered block
00071124,True,Rectangular plate
00099814,True,L-shaped bracket
00011560,True,Rectangular block
00017822,True,Rectangular tray
00071178,True,Rectangular hinge
00068529,True,Cylindrical component
00059761,True,Square plate
00074826,True,Rectangular block
00096629,True,Bracket with a rounded end
00058092,True,Circular ring
00010056,True,Cylindrical rod
00108923,True,Rectangular frame
00016994,True,Cylindrical rod
00047332,True,Square plate
00057266,True,Rectangular block with prism
00047840,True,Rectangular block
00040107,True,Rectangular block with prism
00035372,True,U-shaped bracket
00020451,True,Oval plate
00056198,True,Cylindrical rod
00062427,True,Rectangular box with pipes
00072603,True,Round washer
00064991,True,Cylindrical rod
00017645,True,Cylindrical sleeve
00083995,True,Rounded rectangular block
00021208,True,Cylindrical rod
00077652,True,Tapered block
00069542,True,L-shaped bracket
00020886,True,Rounded bracket
00037267,True,Rectangular block
00018160,True,Cylindrical rod
00072783,True,Cylindrical rod
00104421,True,Tapered bracket component
00055407,True,Tapered wedge
00070293,True,Cube
00064065,True,L-shaped bracket
00087306,True,L-shaped bracket
00104007,True,Hollow square pyramid
00069177,True,Arrow-shaped object
00074032,True,Irregular plate
00054797,True,Rectangular plate
00052186,True,T-shaped rail
00068701,True,Rectangular plate
00037264,True,L-shaped bracket
00020948,True,Cylindrical block
00075406,True,Spool-shaped object
00034372,True,Cylindrical ring
00079759,True,Tapered block
00025112,True,Cylindrical wheel
00071557,True,Circular disc
00086552,True,Circular disc
00046912,True,Rectangular block
00047176,True,Cylindrical bolt
00038815,True,Cylindrical rod
00085816,True,Hollow rectangular prism
00091689,True,Rectangular plate
00109528,True,Rectangular plate
00070874,True,Rectangular block
00028704,True,Cylindrical component
00107720,True,Rectangular block
00048483,True,Rectangular block
00042442,True,Square plate
00035136,True,Tapered rectangular block
00075912,True,Cylindrical flange
00108184,True,Flat square plate
00035782,True,Pyramid
00025334,True,Rectangular block
00038580,True,L-shaped bracket
00017089,True,Bracket with a flat base
00031467,True,Cylindrical bolt
00033445,True,Hexagonal bolt
00031625,True,Rectangular block
00027442,True,Bottle-shaped object
00032417,True,Cylindrical rod
00093446,True,Semi-circular bracket
00010802,True,Cylindrical rod
00073630,True,Cylindrical tube
00012640,True,Bracket with rounded top
00018826,True,Cylindrical rod
00024527,True,Cylindrical rod
00051731,True,Cylindrical bushing
00053420,True,Cylindrical rod
00055029,True,Circular clamp
00073563,True,Rectangular plate
00109150,True,Cylindrical rod
00024840,True,Rectangular block
00070784,True,Cylindrical rod
00066539,True,Rectangular block with pyramid
00024542,True,Cylindrical rod
00096691,True,L-shaped bracket
00051453,True,U-shaped bracket
00050569,True,Two rectangular blocks
00065621,True,Cylindrical object
00048689,True,Cylindrical rod
00044556,True,Cylindrical disc
00042301,True,Oval plate
00100516,True,Hollow rectangular block
00069932,True,Circular ring
00106846,True,Cylindrical component
00056917,True,Thick disc
00093502,True,L-shaped bracket
00056053,True,Rectangular block
00042843,True,Rectangular block
00080267,True,Rectangular block
00100432,True,L-shaped bracket
00096427,True,V-shaped bracket
00078611,True,Cylindrical rod
00011909,True,L-shaped bracket
00031586,True,Rectangular block
00039877,True,Square frame
00086484,True,Disc
00047664,True,Rectangular block with prism
00042354,True,Cylindrical rod
00052831,True,Flat-head screw
00072130,True,Circular ring
00035821,True,Curved elongated plate
00082888,True,Cross-shaped block
00061278,True,Bent cylindrical pipe
00017341,True,Rectangular block
00083415,True,Rectangular base
00081610,True,Curved blade
00059848,True,Cylindrical rod
00030085,True,Cylindrical rod
00054051,True,Rectangular block
00058141,True,Circular flange
00036521,True,Cylindrical rod
00038976,True,Rectangular block with pyramid
00106848,True,Cylindrical bracket
00061149,True,Hollow sphere
00068986,True,Circular disc
00083752,True,Circular ring
00094584,True,Irregular plate
00056513,True,Cylindrical rod
00048895,True,Cylindrical rod
00042123,True,Rectangular block
00066846,True,Sphere
00108516,True,L-shaped bracket
00024679,True,Cylindrical rod
00061824,True,Square plate
00028048,True,Square plate
00041177,True,T-shaped bracket
00029548,True,Cylindrical bracket
00020279,True,Circular disc
00019075,True,Cylindrical rod
00079807,True,C-shaped bracket
00051758,True,Cube
00012460,True,Rectangular block
00034794,True,Square plate
00016792,True,Cylindrical rod
00056044,True,Cylindrical rod
00039854,True,Cylindrical ring
00018471,True,Rounded rectangular block
00060079,True,Rectangular plate
00073790,True,Cylindrical rod
00057995,True,Rectangular plate
00089621,True,Cylindrical container
00023491,True,Rectangular frame
00089489,True,Circular ring
00056510,True,Cylindrical rod
00109300,True,Cylindrical rod
00080529,True,Cylindrical sleeve
00038382,True,L-shaped block
00029054,True,Rectangular plate
00017293,True,Rectangular bracket
00012366,True,Thick flat ring
00076690,True,Tapered rectangular bracket
00063764,True,Bent rod
00051248,True,U-shaped bracket
00025333,True,Rectangular block with prism
00014930,True,Rectangular block
00026772,True,Wedge block
00085967,True,Cylindrical rod
00072434,True,Cylindrical rod
00079253,True,Rectangular block
00056054,True,Cylindrical rod
00084644,True,Cylindrical rod
00070444,True,Rectangular block
00031300,True,Rectangular block with pyramid
00022719,True,Bracket with rectangular base
00050506,True,Rectangular block
00017823,True,Trapezoidal prism
00100766,True,Cylindrical rod array
00051120,True,L-shaped block
00054044,True,Rectangular block
00088374,True,Rectangular block
00051161,True,Irregular plate
00030923,True,Hexagonal plate
00058151,True,Tapered rod
00107435,True,Circular disc
00035972,True,Jointed cylindrical structure
00089529,True,Elongated bracket
00020139,True,Cylindrical ring
00019195,True,Rectangular block
00050182,True,Elongated bar
00106526,True,Cylindrical rod
00063832,True,Circular ring
00071903,True,Cylindrical rod
00063466,True,Cylindrical segment
00040411,True,Curved hook with rod
00011260,True,Cylindrical knob
00067572,True,Bracket with cylindrical base
00042193,True,Rectangular block
00060155,True,Elongated arm
00020007,True,Rectangular plate
00042983,True,Cylindrical rod
00027214,True,Rectangular block
00054467,True,Rectangular block
00089900,True,U-shaped bracket
00063878,True,Rectangular plate
00032001,True,Rectangular plate
00028106,True,Circular disc
00012934,True,Circular clamp
00024307,True,Sphere
00053587,True,Circular disc
00096074,True,Cylindrical sleeve
00049020,True,Hexagonal nut
00015645,True,Rectangular block
00021780,True,Hexagonal bolt
00079113,True,Circular disc
00040640,True,Cylindrical block
00075465,True,Cylindrical rod
00013414,True,Hexagonal prism
00043560,True,Cube
00077666,True,Tapered beam
00055500,True,Wedge-shaped block
00033125,True,Cylindrical disc
00065512,True,Rectangular plate
00066380,True,Rectangular bracket
00038005,True,Elongated tapered rod
00053251,True,Cylindrical rod
00065971,True,Circular ring
00054385,True,Rectangular block
00070054,True,Rectangular plate
00049003,True,Rectangular plate
00018760,True,Cylindrical rod
00040161,True,Cylindrical rod
00070797,True,Rectangular plate
00095217,True,Triangular bracket
00049110,True,Curved bracket
00075985,True,Rectangular block
00071902,True,Rectangular box
00033838,True,Rectangular block with prism
00037393,True,Cylindrical rod
00042223,True,Rectangular plate
00049624,True,Cylindrical tube
00102028,True,U-shaped bracket
00017052,True,Wedge block
00103912,True,Rectangular plate
00027209,True,Cube with a pyramid
00060045,True,Rectangular block
00077252,True,C-shaped bracket
00010586,True,Cylindrical rod
00075389,True,Cylindrical rod
00030845,True,U-shaped bracket
00071704,True,Cylindrical object
00051976,True,Cylindrical rod
00031803,True,Bent rod
00063392,True,Cube
00041269,True,Right-angle bracket
00050917,True,Rectangular block
00057922,True,Rod with cross-section
00041416,True,Rectangular block
00066548,True,Cylindrical rod
00029797,True,Elongated plate
00033053,True,Hexagonal bolt
00109351,True,Rectangular open box
00017225,True,Cylindrical rod
00086774,True,Cylindrical rod
00073829,True,Rectangular plate
00091963,True,Rectangular bracket
00092100,True,Tapered flat bar
00076383,True,Rectangular tray
00071657,True,Cylindrical rod
00062008,True,Pyramid
00041029,True,Cylindrical rod
00082723,True,Rectangular block with handle
00034681,True,Cylindrical rod
00087726,True,Block with base
00068501,True,Square frame
00063138,True,Cylindrical disc
00074480,True,Rectangular block
00025940,True,Cylindrical rod
00062866,True,Cylindrical connector
00029068,True,Cylindrical object
00069055,True,Rectangular block
00103267,True,Rectangular plate
00015681,True,Cylindrical rod
00014122,True,Circular ring
00047058,True,Tapered block
00076934,True,Cone
00032958,True,Bracket with elongated arm
00065744,True,L-shaped bracket
00091857,True,U-shaped bracket
00075512,True,Cylindrical rod
00044208,True,Bent strip
00017022,True,Hexagonal rod
00026908,True,Cylindrical rod
00029639,True,Curved bracket
00078116,True,Cylindrical cap
00109030,True,Cylindrical connector
00073523,True,Tapered cylindrical part
00083709,True,Cylindrical rod
00065915,True,Circular ring
00016280,True,Cylindrical tube
00079697,True,Curved rod
00030236,True,Cylindrical cap
00104004,True,Hollow square pyramid
00059431,True,Rectangular block with prism
00080983,True,U-shaped bracket
00067704,True,Cube with a pyramid
00025350,True,Wedge bracket
00059208,True,Rectangular block
00010086,True,V-shaped bracket
00051076,True,L-shaped bracket
00028980,True,Cylindrical block
00084734,True,L-shaped bracket
00068629,True,Y-shaped bracket
00067528,True,Rectangular block
00105084,True,Stepped block
00082032,True,Rectangular plate
00041055,True,Rounded cube
00017745,True,Rectangular block
00047841,True,Wedge block
00011825,True,Irregular bracket
00068343,True,Cylindrical component
00015044,True,Wedge block
00017130,True,U-shaped bracket
00089431,True,Cylindrical rod
00058544,True,Circular disc
00051609,True,Rectangular plate
00038525,True,Cube
00014429,True,Circular disc
00021944,True,Cylindrical rod
00021573,True,Bullet-shaped object
00059996,True,Cube
00030945,True,Cylindrical rod
00078499,True,Rectangular block
00100548,True,L-shaped bracket
00089849,True,Cylindrical disc
00083700,True,Cylindrical rod
00012872,True,Rectangular rod
00022587,True,Rectangular block
00067738,True,U-shaped bracket
00085963,True,Cylindrical rod
00087479,True,Cylindrical bushing
00017094,True,Square plate
00082319,True,Rectangular plate
00064452,True,Rectangular plate
00063775,True,Rectangular block
00028346,True,Spool-shaped object
00079665,True,Circular ring
00087689,True,Heart-shaped container
00049338,True,Cylindrical rod
00039119,True,Rectangular bars
00025972,True,Rectangular plate
00096497,True,L-shaped bracket
00081954,True,Rectangular plate
00047616,True,Rectangular block
00025111,True,Cylindrical disc
00054415,True,Cylindrical container
00048896,True,Wedge-shaped block
00027564,True,Rectangular block
00013376,True,L-shaped bracket
00037539,True,L-shaped bracket
00064787,True,Cylindrical block
00054621,True,Hollow square pyramid
00060128,True,Cylindrical block
00086927,True,U-shaped clamp
00092408,True,Rectangular plate
00098750,True,L-shaped bracket
00054072,True,Cube
00013148,True,Cylindrical disc
00077241,True,Cylindrical knob
00082927,True,Cylindrical object
00052744,True,Cylindrical segment
00073178,True,Circular ring
00022050,True,Cylindrical rod
00084641,True,Cylindrical rod
00047547,True,Rectangular plate
00045645,True,Cylindrical rod
00047695,True,Cylindrical cup
00020562,True,Cylindrical lever arm
00104161,True,Rectangular bracket
00012777,True,Cylindrical rod
00031158,True,U-shaped bracket
00084671,True,Cylindrical rod
00021875,True,Circular disc
00052338,True,Rectangular cover
00015590,True,Cylindrical rod
00025093,True,Circular disc
00045827,True,Square flange
00054834,True,L-shaped bracket
00023395,True,Thick-ring
00048001,True,L-shaped block
00045816,True,Tapered rod
00090819,True,Rectangular plate
00094551,True,Cylindrical component
00035073,True,Cylindrical component
00028792,True,Cylindrical rod
00039651,True,Cylindrical rod
00052465,True,Flat elongated object
00067865,True,Cylindrical rod
00073411,True,Cylindrical rod
00078794,True,Rectangular plate
00075424,True,Square plate
00043897,True,U-shaped pipe
00016946,True,U-shaped bracket
00096897,True,Rectangular box
00046327,True,Rectangular box
00092543,True,Rectangular block
00032275,True,Hollow square pyramid
00080822,True,Cylindrical tube
00082507,True,Cylindrical rod
00042499,True,Circular lid
00061480,True,Cylindrical rod
00043176,True,U-shaped bracket
00044862,True,Rectangular block
00066819,True,Cylindrical rod
00075655,True,Rectangular frame
00036629,True,Bracket with tapered support
00056374,True,Rectangular block
00103333,True,Cylindrical component
00027617,True,Cylindrical rod
00029685,True,Cylindrical rod
00097023,True,Tapered rectangular block
00048261,True,Cylindrical rod
00034641,True,Oval plate
00037246,True,Cylindrical rod
00092317,True,Abstract bird-shaped panel
00074526,True,Hollow truncated cone
00089716,True,Notched ring
00099273,True,Rectangular block
00103657,True,Rectangular block
00068573,True,Hollow cylindrical tube
00079863,True,Rectangular block
00066197,True,Hollow hemispherical shell
00061796,True,Elongated rod
00080801,True,Trapezoidal prism
00099251,True,Square plate
00051881,True,Rectangular block
00055307,True,Rectangular block
00025637,True,Cylindrical disc
00075929,True,Cylindrical rod
00044389,True,Cylindrical rod
00071406,True,L-shaped bracket
00013661,True,Dodecahedron
00052965,True,Triangular prism
00019668,True,Rectangular box
00053629,True,Rectangular table
00039616,True,Cylindrical tube
00060196,True,Cylindrical rod
00078338,True,Circular disc
00105483,True,Hexagonal bolt
00030287,True,Dome with cylindrical base
00083409,True,U-shaped bracket
00082713,True,Tapered rectangular rod
00043178,True,Cylindrical rod
00022482,True,Circular disc
00069147,True,Flat ring
00046528,True,U-shaped bracket
00068820,True,Curved panel
00013750,True,Circular retaining ring
00083326,True,Sphere
00075439,True,Curved bracket
00016906,True,Rectangular block
00040455,True,Cylindrical rod
00013940,True,Rectangular block with rod
00037434,True,Conical object
00033170,True,Elongated bracket
00022767,True,Rectangular plate
00083489,True,Cylindrical rod
00029754,True,U-shaped bracket
00073045,True,Rectangular plate
00071160,True,Cube
00087624,True,T-shaped bracket
00097075,True,Cylindrical block
00031957,True,Tapered channel
00022495,True,Rectangular block with attachment
00024842,True,Conical object
00101662,True,U-shaped bracket
00064355,True,Cylindrical container
00089192,True,Rectangular frame with rods
00066309,True,Cylindrical bolt
00039795,True,Hexagonal hollow block
00084901,True,Cylindrical block
00059360,True,Rounded block
00021443,True,L-shaped bracket
00054991,True,Cylindrical rod
00100945,True,Cylindrical block
00065964,True,Thick beveled ring
00043775,True,Cylindrical block
00032568,True,Clover-shaped flat object
00049998,True,Rectangular plate
00062395,True,Rectangular block with prism
00097833,True,Circular disc
00017930,True,Rectangular plate
00063377,True,Rectangular box
00063389,True,Rectangular plate
00022907,True,Pyramid
00107967,True,Rounded rectangular block
00029673,True,Rectangular block
00076514,True,Bracket with curved cutout
00066854,True,Cylindrical sleeve
00021572,True,Bullet-shaped cylinder
00047999,True,Rectangular block
00081116,True,Dome cap
00109884,True,Hemispherical dome on circular base
00035941,True,Wedge block
00015451,True,Rectangular plate
00099974,True,Curved bracket
00051746,True,Rectangular bracket
00081538,True,Cylindrical block
00068029,True,Square block
00058940,True,Cube with triangular prism
00067837,True,Cube
00013239,True,L-shaped bracket
00050498,True,Tapered rectangular block
00092467,True,Tapered rectangular block
00098965,True,Rectangular plate
00019710,True,Cylindrical rod
00071040,True,Cube
00084599,True,Rectangular plate
00082205,True,Stepped block
00028047,True,Cross-shaped column
00082664,True,Rectangular panel
00038195,True,Cylindrical rod
00062149,True,Rectangular plate
00026327,True,Rectangular block with prism
00040575,True,Cylindrical rod
00061301,True,Cylindrical tube
00067747,True,Circular disc
00060213,True,Cylindrical rod
00040881,True,T-shaped bracket
00047274,True,U-shaped bracket
00055094,True,Cylindrical rod
00087071,True,Circular clamp
00066554,True,Square plate
00048499,True,Rectangular block
00026508,True,Cylindrical disc
00081749,True,Rectangular block
00081906,True,Pawn-shaped object
00082931,True,Bulbous container
00067960,True,Circular flange
00100468,True,Tapered rectangular block
00045164,True,Rectangular plate
00024047,True,Rectangular block
00080505,True,Cylindrical rod
00030383,True,Rectangular plate
00047876,True,Cylindrical rod
00063283,True,Cylindrical rod
00047261,True,Rectangular plate
00047260,True,Cylindrical rod
00089493,True,Rectangular block with prism
00051313,True,Rectangular block
00084731,True,Cylindrical object
00028343,True,Rectangular block
00020856,True,Cylindrical disc
00068928,True,Cylindrical base
00017497,True,Cylindrical disc
00075484,True,Rectangular block
00074549,True,Cube with a protrusion
00076806,True,L-shaped bracket
00065377,True,Cylindrical rod
00106120,True,Cylindrical component
00047412,True,Disc with conical shape
00069072,True,Cylindrical rod
00028739,True,Cylindrical rod
00023137,True,Rectangular block
00014902,True,Cylindrical cup
00072726,True,Cylindrical rod
00026165,True,Rectangular block
00035210,True,Rectangular block
00084148,True,Rod with a square base
00088725,True,Cylindrical rod
00086750,True,Spherical object
00064547,True,Rectangular block
00033735,True,Rectangular block
00081219,True,U-shaped bracket
00050356,True,Cylindrical rod
00082356,True,Rectangular plate
00058699,True,Cylindrical rod
00012290,True,Circular ring
00083667,True,Rectangular plate
00049768,True,Square plate
00032718,True,U-shaped bracket
00026507,True,Cylindrical rod
00040712,True,Cylindrical rod
00056099,True,Cylindrical cup
00054079,True,Rectangular block
00070493,True,Circular ring
00072547,True,Circular ring
00020296,True,Cylindrical rod
00034568,True,Sword-like cylindrical object
00016199,True,Tapered rectangular rod
00038407,True,Disc with raised ring
00077063,True,Symmetrical bracket
00013604,True,Cylindrical disc
00087540,True,Cylindrical holder
00090922,True,Cross pipe connector
00013031,True,Cylindrical rod
00024862,True,Rectangular block
00060654,True,Square plate
00089749,True,Cylindrical rod
00088160,True,Flat circular disc
00017606,True,Rectangular plate
00074090,True,Rectangular block with prism
00065131,True,Cylindrical block
00051452,True,Wedge block
00038050,True,Rectangular block
00104377,True,Rounded square plate
00059950,True,Cylindrical block
00086935,True,Rectangular table
00045016,True,Rectangular plate
00076367,True,Curved block
00047328,True,Rectangular block
00052514,True,Rectangular block
00078972,True,L-shaped bracket
00069673,True,Cylindrical clamp
00079107,True,Cylindrical rod
00059365,True,U-shaped bracket
00011680,True,Cylindrical ring
00030350,True,Square pyramid
00071170,True,Rectangular plate
00016896,True,Curved U-shaped bracket
00019344,True,Rectangular box
00088456,True,Curved fender cover
00057344,True,Square plate
00056161,True,Cylindrical block
00056398,True,V-shaped bracket
00022700,True,Circular disc
00091821,True,Two wavy plates
00032985,True,Rectangular block
00065225,True,Cylindrical object
00031349,True,Bracket with square base
00091261,True,Rectangular block
00023511,True,Cylindrical rod
00101532,True,Rounded bracket
00052271,True,Rectangular bracket
00017803,True,Rectangular block with L extrusion
00097963,True,Circular ring
00017352,True,Cylindrical wheel
00051084,True,Cylindrical rod
00087205,True,Rectangular frame
00045299,True,Cylindrical rod
00081066,True,Hollow square box
00045161,True,Rectangular block
00052859,True,Square plate
00015743,True,Cylindrical disc
00085955,True,Curved pipe elbow
00028642,True,Cylindrical rod
00051842,True,Cylindrical rod
00063311,True,Rectangular block
00031920,True,Rectangular plate
00044768,True,Rectangular block
00109195,True,Curved bracket
00061693,True,Rectangular plate
00033974,True,Hook-shaped bracket
00047012,True,Cylindrical sleeve
00101509,True,Cylindrical pipe connector
00102989,True,Rectangular plate
00032550,True,Cylindrical bolt
00089893,True,Rectangular block
00022619,True,Rectangular block
00073854,True,Cylindrical rod
00067091,True,Cylindrical rod
00065982,True,Cylindrical disc
00045095,True,Square plate
00049737,True,Cylindrical rod
00056995,True,Bullet-shaped object
00041727,True,Cylindrical core
00067810,True,Rectangular plate
00028738,True,Rectangular block
00040870,True,Rectangular block
00075529,True,Cube with cylindrical feature
00067275,True,Disc
00063300,True,Rectangular plate
00047166,True,Hollow cylindrical block
00087217,True,Rectangular plate
00039074,True,Rectangular box
00036066,True,Curved bracket
00049835,True,Rectangular plate
00035307,True,Cylindrical rod
00092818,True,Curved bracket
00052221,True,Cylindrical rod
00011365,True,Rectangular block
00095421,True,Cylindrical base
00039804,True,Rectangular rod
00085025,True,Cylindrical tube
00017462,True,Flat bracket
00050897,True,Rectangular rod
00083296,True,Rectangular block
00067488,True,Circular ring
00064688,True,Cylindrical rod
00020588,True,Circular flange
00060625,True,Cylindrical ring
00082576,True,Circular disc
00085376,True,Hexagonal bolt
00028826,True,Cylindrical rods
00109866,True,Teardrop bracket
00090193,True,L-shaped bracket
00096406,True,V-shaped bracket
00042551,True,Rectangular block
00024002,True,Cylindrical cap
00032738,True,L-shaped bracket
00035548,True,Rectangular block
00084501,True,Circular ring
00017129,True,Square pyramid
00095461,True,Rectangular block
00088096,True,Hexagonal bolt
00068108,True,Rectangular plate
00033060,True,Rectangular plate
00021895,True,Cylindrical rod
00085582,True,Cylindrical rod
00072383,True,Cylindrical clamp
00018596,True,Cylindrical hub
00058818,True,Cylindrical rod
00016301,True,Cylindrical ring
00026774,True,U-shaped bracket
00017607,True,Cylindrical rod
00025631,True,Rectangular bracket
00085966,True,Cylindrical ring
00067407,True,Tapered lever arm
00013295,True,Cylindrical pipe
00109376,True,Flat square plate
00055565,True,Cylindrical rod
00049560,True,Square plate
00017586,True,Cylindrical rod
00046414,True,Rectangular block
00016805,True,Cylindrical cup
00049010,True,Circular ring
00085048,True,Cylindrical ring
00080172,True,Rectangular block
00045706,True,Circular ring
00083897,True,Cylindrical plug
00085756,True,Cylindrical rod
00057792,True,Rectangular plate
00082191,True,Semi-circular block
00010653,True,Rectangular block
00033916,True,Cylindrical disc
00064789,True,Cylindrical rod
00049356,True,Rectangular plate
00021986,True,Cylindrical rod
00015631,True,Cylindrical rod
00053336,True,Rectangular frame
00076477,True,Rectangular block with rod
00082720,True,Cylindrical rod
00054426,True,L-shaped bracket
00096072,True,Shield-shaped plate
00088482,True,Disc
00107982,True,Tapered bracket
00072119,True,Rectangular block
00031167,True,Cylindrical disc
00061685,True,Rectangular block
00078310,True,Cylindrical rods
00047291,True,Rectangular frame
00050841,True,Tapered rectangular block
00042461,True,Cylindrical rod
00069948,True,Flat ring
00032694,True,Hexagonal bolt
00067900,True,Rectangular plate
00032273,True,Cylindrical rod
00109680,True,Rectangular box
00105673,True,Rectangular block with protrusions
00047608,True,Rectangular plate
00028122,True,Cylindrical rod
00089781,True,Hexagonal plate
00089365,True,Circular disc
00020401,True,Hollow tapered tube
00053979,True,Cylindrical cup
00089995,True,Rectangular block
00092770,True,U-shaped bracket
00046135,True,Rectangular block
00058615,True,Cylindrical rod
00070309,True,Cylindrical rod
00056038,True,Cylindrical cup
00064236,True,Star-shaped object
00030534,True,Key-shaped object
00089619,True,Tapered rectangular block
00040830,True,Rectangular block with prism
00088330,True,Hollow rectangular prism
00077307,True,Rectangular bracket
00060217,True,U-shaped bracket
00023338,True,Cylindrical rod
00093139,True,Rectangular block
00038438,True,Rectangular block
00021036,True,Thick ring
00057271,True,Cylindrical rod
