model_id,isDescribable,description
00088010,True,A cylindrical clamp with a semi-circular cutout and two mounting holes.
00083603,True,A cylindrical rod with multiple grooves and a central hole.
00077833,True,A cylindrical disc with a central through hole.
00102598,True,A curved rectangular block with a central slot and tapered ends.
00095505,True,A cylindrical pipe connector with a central flange and a hollow interior.
00074529,True,A cylindrical sleeve with external grooves and a central through hole.
00106982,True,A tapered cylindrical rod with stepped sections.
00049189,True,A cylindrical rod with a tapered section.
00064450,True,A flat rectangular plate with a rectangular cutout and a small circular hole.
00048572,True,A cylindrical sleeve with a hollow center.
00042065,True,A cylindrical rod with a central through hole.
00061565,True,A hollow cylindrical tube.
00043642,True,"A flat, tapered rectangular plate with holes at the corners."
00052268,True,A cylindrical rod with a conical tip.
00017772,True,A cylindrical rod.
00065593,True,A rectangular block with a tapered end.
00064247,True,A wedge-shaped block with a flat base and sloped top.
00043815,True,A U-shaped bracket with a central cutout and two vertical side walls.
00049636,True,An L-shaped bracket with multiple holes for mounting.
00065257,True,"A flat elongated plate with rounded ends, featuring a small cylindrical protrusion and a hole near one end."
00044029,True,"A hollow, curved shell-like object with a rounded edge."
00098320,True,A flat circular lid with four rectangular cutouts near the edge.
00027448,True,A flat circular disc with four small holes near the perimeter.
00076452,True,A flat rectangular plate with two circular holes.
00020151,True,A cylindrical rod with a hexagonal socket head and a flanged base.
00051379,True,A cylindrical rod with a flat circular flange and four protruding pins.
00027630,True,A cylindrical ring with a flanged base.
00049602,True,An L-shaped bracket with a horizontal support.
00038876,True,A cylindrical rod with a flanged base and a rounded tip.
00108935,True,A tapered rectangular container with an open top and a central horizontal seam.
00020740,True,A cylindrical rod with a flanged base and a smaller cylindrical extension on top.
00031782,True,A tapered spike with a rounded base.
00020393,True,A cylindrical rod with a flanged base and a smaller cylindrical section on top.
00064368,True,A T-shaped bracket with a cylindrical protrusion on one side.
00019855,True,A flat rectangular frame with rounded corners.
00083705,True,A flat rectangular plate.
00022668,True,A flat rectangular plate with three holes.
00046688,True,A cylindrical rod with a conical tip and a flanged base.
00057964,True,A rectangular block with two circular holes on one side.
00043340,True,A cylindrical rod with a conical tip and a flanged base.
00050789,True,A cylindrical rod.
00076534,True,A rectangular block with a cylindrical hole through one face.
00046445,True,A flat rectangular plate.
00022634,True,A rectangular block with three holes in a row.
00102172,True,A U-shaped bracket with a rectangular cutout on each side.
00029699,True,A U-shaped bracket with a base and a circular hole.
00035883,True,A square frame.
00011083,True,A cylindrical rod with a conical tip and a flanged base.
00067281,True,A hollow cylindrical cup with a tapered shape.
00059873,True,A cylindrical disc with a central hole and four surrounding smaller holes.
00076286,True,A hollow cylindrical cup with a slightly tapered body.
00015225,True,"A flat, elongated bracket with two circular ends and triangular cutouts."
00081678,True,A rectangular block.
00042946,True,A rectangular tray with raised rounded ends and mounting holes.
00071772,True,A cylindrical disc with a central hole.
00014732,True,A bracket with a circular cutout and angled support.
00076376,True,A tapered cylindrical rod.
00034944,True,A cylindrical rod with a flat circular head and a small rectangular protrusion.
00034240,True,A thick ring with a central hole and a flanged edge.
00068789,True,A V-shaped bracket with a flat base and angled sides.
00074556,True,A rectangular block with a small central hole on one face.
00085439,True,A flat rectangular plate.
00089773,True,A hollow cylindrical tube.
00059744,True,A cylindrical component with a central hole and a flanged middle section.
00057702,True,A curved bracket with a flat base and a rounded top edge.
00071679,True,A U-shaped bracket with a cylindrical post on top and a central hole.
00017317,True,A U-shaped bracket with two circular holes on the base and raised side walls.
00019998,True,A flat square plate.
00061744,True,A hollow cylindrical cup with a slightly tapered body.
00026066,True,A bent cylindrical rod with a tapered end.
00035167,True,A thin rectangular plate.
00065238,True,A cylindrical cap with a central hexagonal hole.
00021031,True,A flat circular flange with two mounting holes and a central circular opening.
00016282,True,A cylindrical rod with a conical tip and a flanged base.
00099911,True,An L-shaped bracket with a vertical support and a mounting hole.
00022639,True,A cylindrical rod with a flanged base and a rounded tip.
00012454,True,An L-shaped bracket with holes at the ends.
00032743,True,"A flat circular disc with a long, narrow connecting rod and circular ends with holes."
00058225,True,A cylindrical rod with a flanged base and a flat top.
00015849,True,A cylindrical rod with a wider cylindrical section at one end.
00014965,True,A rectangular block with a triangular prism on top.
00055571,True,A tapered cylindrical cup.
00069077,True,A rounded square plate with uniform thickness.
00075735,True,A flat bracket with two mounting holes and a stepped profile.
00016027,True,A hemispherical bowl.
00053742,True,A flat rectangular plate with notches along the edges.
00012957,True,A tapered rectangular block.
00056492,True,A cylindrical cup with a slightly tapered body.
00044309,True,A cylindrical rod with a central thicker section.
00082180,True,A cylindrical rod with a wider cylindrical section on top.
00047190,True,A split ring.
00039054,True,A hexagonal nut with a central through hole.
00026958,True,A square pyramid with a circular hole through the center.
00037450,True,A square pyramid.
00106825,True,"A cylindrical rod with a rounded end, a flat rectangular tab with a hole, and a tapered midsection."
00081335,True,A bullet-shaped object with a rounded tip and grooved body.
00026635,True,A V-shaped bracket with a central hole and tapered sides.
00060342,True,"An irregularly shaped object with a curved, tapered form."
00058074,True,A wedge-shaped block with a flat base and sloped sides.
00065626,True,A cylindrical cap with a flat tab featuring a central hole.
00055347,True,A tapered wedge-like object.
00012208,True,A cylindrical block with a rectangular extension on one side.
00047092,True,A cylindrical tube with a hollow center.
00085665,True,A round disc with a central hole and a raised rim.
00021796,True,A rectangular block with a triangular prism on top.
00022248,True,A bracket with a mounting hole and a sloped support.
00034455,True,A cylindrical disc with a central through hole.
00016715,True,A rod with a circular loop at one end and a stepped cylindrical base.
00062337,True,A U-shaped bracket with flanged ends.
00099269,True,A rectangular block with a stepped cutout and a rectangular cavity.
00078821,True,"A flat, square plate."
00024383,True,A cylindrical container with internal supports and a side hole.
00075852,True,A hollow cylindrical ring.
00078569,True,"A rectangular frame with angled legs, resembling a sawhorse or support structure."
00018511,True,A thin circular ring.
00080789,True,A flat rectangular plate.
00057853,True,A cylindrical ring with a thick wall.
00096968,True,A stepped rectangular block with a cylindrical protrusion on top.
00025598,True,A cylindrical segment with a notched cutout and a stepped base.
00080681,True,A flat rectangular plate.
00034010,True,A cylindrical rod with a conical tip and a flanged base.
00080548,True,A cylindrical rod with a flanged base and a stepped feature.
00078619,True,A cylindrical rod with a hexagonal base and a circular top.
00056427,True,A pair of elongated flat bars with rounded ends and holes at each end.
00081050,True,A block with a U-shaped cutout and two cylindrical pegs extending from the bottom.
00067315,True,A flat rectangular plate with four rectangular protrusions on the edges.
00057472,True,A cylindrical disc with a slotted groove on the top surface.
00060171,True,A tapered rectangular block with multiple holes on its surface.
00087380,True,A triangular bracket with a central oval cutout and two circular holes at the base.
00017075,True,A bracket with a central cylindrical hole and two mounting holes on a flat base.
00070601,True,A cylindrical rod with a rounded top and a flanged base.
00013481,True,A cylindrical rod with a flanged base and a central through hole.
00021188,True,A rectangular block with a tapered base and an open top.
00071008,True,A hook-shaped bracket with a cylindrical hole near one end.
00073184,True,A flat rectangular plate with four corner holes.
00047067,True,A flat circular ring.
00065083,True,A right-angled bracket with a circular hole in the vertical face.
00071153,True,A flat rectangular plate.
00100864,True,A flat rectangular strip with multiple rectangular cutouts along one edge.
00043408,True,A thin circular ring.
00027631,True,A cylindrical ring with a groove around its outer surface.
00060804,True,A hexagonal ring.
00051715,True,A cylindrical block with a protruding rounded tab and a central hole.
00017741,True,A cylindrical rod with a flanged base.
00034636,True,A cylindrical bushing with a flanged top and a central hole.
00041401,True,An L-shaped block with varying thickness.
00055855,True,A flat octagonal plate with multiple holes.
00041481,True,A torus.
00022157,True,"A bracket with a flat mounting plate and a triangular support, featuring a circular hole."
00053686,True,A cylindrical rod with a flanged base.
00066953,True,A cylindrical rod with a flanged base and a central through hole.
00072971,True,A tapered block with a square base and a smaller square top.
00071124,True,A rectangular plate with rounded corners and multiple holes.
00099814,True,An L-shaped bracket with multiple holes for mounting.
00011560,True,A rectangular block with a cylindrical protrusion on one side and a circular hole through the center.
00017822,True,A rectangular tray with raised edges on two sides.
00071178,True,A flat rectangular hinge with two circular cutouts and four mounting holes.
00068529,True,A cylindrical component with a central hole and stepped outer profile.
00059761,True,A square plate with two cylindrical pegs and two corner cutouts.
00074826,True,A rectangular block with a cylindrical protrusion on top and a curved support.
00096629,True,"A flat bracket with a rounded end, a cylindrical protrusion, and a U-shaped cutout."
00058092,True,A circular ring with an extended rectangular tab and a central hole.
00010056,True,A cylindrical rod with a conical tip and a flanged base.
00108923,True,A rectangular frame with parallel side rails and perpendicular end supports.
00016994,True,A cylindrical rod with a central through hole.
00047332,True,A flat square plate with a large central circular cutout and four rectangular protrusions on each side.
00057266,True,A rectangular block with a triangular prism on top.
00047840,True,A rectangular block with multiple through holes.
00040107,True,A rectangular block with a triangular prism on top.
00035372,True,"A flat, U-shaped bracket with a rectangular cutout."
00020451,True,A flat oval plate with a central circular cutout and two mounting holes on opposite ends.
00056198,True,A cylindrical rod with a flat base and a rolled-up end.
00062427,True,A rectangular box with two angled cylindrical pipes on top and an open bottom.
00072603,True,A round washer with a central hole and a groove around its circumference.
00064991,True,A hollow cylindrical rod with a flanged base.
00017645,True,A cylindrical sleeve with an internal L-shaped cutout.
00083995,True,A rectangular block with one rounded end.
00021208,True,"A cylindrical rod with a slotted, flanged head."
00077652,True,A tapered block with stepped sides.
00069542,True,An L-shaped bracket with a semi-circular cutout on one corner.
00020886,True,A bracket with a rounded top and a through hole.
00037267,True,A rectangular block with a tapered end.
00018160,True,A cylindrical rod with a conical tip.
00072783,True,A cylindrical rod with a flat base and a rounded top.
00104421,True,A bracket-like component with a tapered central section and extended mounting tabs.
00055407,True,A tapered wedge with multiple holes along one side.
00070293,True,A cube.
00064065,True,An L-shaped bracket with a rectangular cross-section.
00087306,True,An L-shaped bracket with multiple holes for mounting.
00104007,True,A hollow square-based pyramid with a circular hole on one face.
00069177,True,An arrow-shaped object with a flat base and pointed tip.
00074032,True,"A flat, irregularly shaped plate with a hole and a protruding tab."
00054797,True,A flat rectangular plate with a square cutout near one corner.
00052186,True,A T-shaped rail with a circular top and mounting holes along the sides.
00068701,True,A flat rectangular plate with four cylindrical protrusions on one side.
00037264,True,A flat L-shaped bracket with multiple holes for mounting.
00020948,True,A cylindrical block with a central through hole.
00075406,True,A spool-shaped object with a central hole.
00034372,True,A cylindrical ring with a central hole and a flanged edge.
00079759,True,A tapered block with a triangular cross-section.
00025112,True,A cylindrical wheel with a central hub and four circular cutouts.
00071557,True,A flat circular disc with a central hole and a V-shaped notch.
00086552,True,"A flat circular disc with a central hole, two smaller holes, and a notch on the edge."
00046912,True,A rectangular block with a circular hole through it.
00047176,True,A cylindrical bolt with a hexagonal socket head.
00038815,True,A cylindrical rod with a rounded top and a flanged base.
00085816,True,A hollow rectangular prism with tapered sides.
00091689,True,A flat rectangular plate with two notches on one side and two holes.
00109528,True,A flat rectangular plate with multiple through holes.
00070874,True,A rectangular block with a sloped top surface.
00028704,True,A flanged cylindrical component with a central hole.
00107720,True,A rectangular block with a central groove and extended side flanges.
00048483,True,A stepped rectangular block with two levels.
00042442,True,A flat square plate with a central hole and four corner holes.
00035136,True,A tapered rectangular block with a hollow base.
00075912,True,A cylindrical flange with multiple holes and a central raised hub.
00108184,True,A flat square plate with four corner holes and two small side tabs.
00035782,True,A square pyramid.
00025334,True,A rectangular block with a sloped top face.
00038580,True,An L-shaped bracket with a rectangular base and vertical extension.
00017089,True,A bracket with a central cylindrical hole and two mounting holes on a flat base.
00031467,True,A cylindrical bolt with a flanged head and a hexagonal socket.
00033445,True,A hexagonal bolt with a cylindrical shaft and a flat circular end.
00031625,True,A flat rectangular block.
00027442,True,A bottle-shaped object with a narrow neck and wider base.
00032417,True,A tapered cylindrical rod with a flared base and a central hole.
00093446,True,"A semi-circular bracket with a flat base, central hole, and two smaller holes."
00010802,True,A cylindrical rod with a conical tip and a flanged base.
00073630,True,A hollow cylindrical tube.
00012640,True,"A bracket-like object with a rounded top, a flat base, and a central hole."
00018826,True,A cylindrical rod with a semi-circular cross-section.
00024527,True,A cylindrical rod with a flanged base and a stepped top.
00051731,True,A cylindrical bushing with flanges on both ends.
00053420,True,A cylindrical rod with a conical tip and a flanged base.
00055029,True,A circular clamp with a flat mounting tab featuring a hole.
00073563,True,A flat rectangular plate with three rectangular cutouts along one edge.
00109150,True,A cylindrical rod with a flanged head and a hexagonal recess.
00024840,True,A rectangular block with a rounded top and two circular holes on one side.
00070784,True,A cylindrical rod.
00066539,True,A rectangular block with a square pyramid on top and a circular hole through one side.
00024542,True,A cylindrical rod.
00096691,True,A flat L-shaped bracket with five circular holes.
00051453,True,"A U-shaped bracket with two parallel arms, each having a circular hole."
00050569,True,Two rectangular blocks with a central hexagonal and circular hole.
00065621,True,A cylindrical object with a central hole and a wider base.
00048689,True,A cylindrical rod with a conical tip.
00044556,True,A cylindrical disc with a recessed center.
00042301,True,"A flat, oval-shaped plate with a central cylindrical protrusion and a through hole."
00100516,True,A hollow rectangular block with a sloped side and a large central cutout.
00069932,True,A flat circular ring.
00106846,True,"A cylindrical component with a central hole, a recessed groove, and a stepped top feature."
00056917,True,A thick disc with a central hole.
00093502,True,An L-shaped bracket with a flange on each end.
00056053,True,A rectangular block with a small circular hole on one face.
00042843,True,A rectangular block with beveled edges.
00080267,True,A rectangular block with a semi-cylindrical top and a circular hole through the bottom.
00100432,True,An L-shaped bracket with multiple holes for mounting.
00096427,True,A V-shaped bracket with three mounting holes.
00078611,True,A cylindrical rod with tapered ends and central hollow section.
00011909,True,An L-shaped bracket with multiple circular holes.
00031586,True,A rectangular block with a sloped side and four mounting holes at the corners.
00039877,True,A square frame with internal abstract cutouts.
00086484,True,A disc with a central hole and a raised rim.
00047664,True,A rectangular block with a triangular prism on top.
00042354,True,A cylindrical rod with a flanged base.
00052831,True,A flat-head screw with a threaded shaft.
00072130,True,A thin circular ring.
00035821,True,"A curved, thin, elongated plate with a slight twist."
00082888,True,"A cross-shaped block with four cylindrical holes, one on each arm."
00061278,True,A bent cylindrical pipe with multiple angled sections.
00017341,True,A stepped rectangular block with a sloped side.
00083415,True,A flat rectangular base with a vertical rectangular post on one side.
00081610,True,"A thin, elongated blade with a curved edge and a flat base."
00059848,True,A cylindrical rod with a flanged base.
00030085,True,A cylindrical rod with a conical tip.
00054051,True,A tapered rectangular block.
00058141,True,A circular flange with a central hole and multiple smaller holes around it.
00036521,True,A cylindrical rod with a conical tip.
00038976,True,A rectangular block with a square pyramid on top and a central through hole.
00106848,True,A mounting bracket with a cylindrical hole and a flat base with two mounting holes.
00061149,True,A hollow sphere with a circular opening on one side.
00068986,True,A flat circular disc with a central hole.
00083752,True,A thin circular ring.
00094584,True,"A flat, irregularly shaped plate with a large central hole and two smaller holes on one side."
00056513,True,A cylindrical rod with a flanged section near one end.
00048895,True,A cylindrical rod with a conical tip and a flanged base.
00042123,True,A rectangular block with cylindrical protrusions on each corner.
00066846,True,A sphere.
00108516,True,An L-shaped bracket with a central cylindrical cutout and a through hole on the vertical face.
00024679,True,A cylindrical rod.
00061824,True,A square plate with a central circular cutout and four corner holes.
00028048,True,"A flat, square plate."
00041177,True,A T-shaped bracket with a central elongated slot.
00029548,True,A bracket with a central cylindrical hole and two mounting tabs with holes.
00020279,True,A flat circular disc with a rectangular cutout and a central groove.
00019075,True,A tapered cylindrical rod with a flanged base.
00079807,True,A C-shaped bracket with flared ends.
00051758,True,A cube.
00012460,True,A tapered rectangular block.
00034794,True,A flat square plate with a central octagonal cutout and multiple circular holes.
00016792,True,A cylindrical rod.
00056044,True,A cylindrical rod with a conical tip and a flanged base.
00039854,True,A cylindrical ring with a partial internal partition.
00018471,True,A rounded rectangular block with a flat top and bottom.
00060079,True,A flat rectangular plate with two parallel raised edges.
00073790,True,A cylindrical rod with a conical tip and a flanged base.
00057995,True,A flat rectangular plate.
00089621,True,"A hollow, tapered cylindrical container with a wide opening and a narrower base."
00023491,True,A rectangular frame with open top and bottom.
00089489,True,A flat circular ring with a large central hole and two smaller holes.
00056510,True,A cylindrical rod with a hexagonal head and a flanged base.
00109300,True,A cylindrical rod with a flared base and a cross-shaped indentation on the bottom.
00080529,True,A cylindrical sleeve with a central groove and flared ends.
00038382,True,A stepped L-shaped block.
00029054,True,A flat rectangular plate with multiple circular holes.
00017293,True,"A bracket with a rectangular base, a vertical block, and a large circular hole."
00012366,True,A flat ring with a thicker outer rim.
00076690,True,A tapered rectangular bracket with multiple holes for mounting.
00063764,True,A bent rod with multiple angled segments.
00051248,True,A U-shaped bracket with pointed ends and a cylindrical hinge on one side.
00025333,True,A rectangular block with a trapezoidal prism on top.
00014930,True,A rectangular block with a sloped top surface.
00026772,True,A wedge-shaped block with a circular hole through it.
00085967,True,A cylindrical rod with a hollow center and a conical tip.
00072434,True,A long cylindrical rod with spherical ends.
00079253,True,A rectangular block with a semi-cylindrical cutout on one side.
00056054,True,A hollow cylindrical rod with a tapered end.
00084644,True,A cylindrical rod with a flanged base and a hollow center.
00070444,True,A rectangular block with a rounded end.
00031300,True,A rectangular block with a pyramid on top of one face.
00022719,True,"A bracket-like component with a rectangular base, a vertical extension, and a circular hole near the top."
00050506,True,A rectangular block.
00017823,True,A trapezoidal prism.
00100766,True,A circular array of six cylindrical rods connected by a central hub.
00051120,True,An L-shaped block with varying thickness.
00054044,True,A rectangular block.
00088374,True,A rectangular block with a central circular hole and a sloped top surface.
00051161,True,"A flat, irregularly shaped plate with a large central hole and two smaller holes."
00030923,True,A hexagonal plate.
00058151,True,A tapered rod with a hole through the wider end.
00107435,True,A flat circular gear-like disc with protruding tabs around the edge.
00035972,True,A series of connected spherical and cylindrical segments forming a jointed structure.
00089529,True,"A flat, elongated bracket with rounded ends and a hole at each end."
00020139,True,A cylindrical ring with a central hole.
00019195,True,A rectangular block with two cylindrical protrusions on opposite sides.
00050182,True,"A flat, elongated bar with rounded ends and three circular holes."
00106526,True,A cylindrical rod with a flanged base and a tapered top.
00063832,True,A flat circular ring.
00071903,True,A cylindrical rod with a flanged base.
00063466,True,A cylindrical segment with a concave cutout on one side.
00040411,True,"A curved hook-like structure with a long, thin rod extending from it."
00011260,True,A cylindrical knob with a wider flat top and a narrower cylindrical base.
00067572,True,"A bracket with a cylindrical base and a flat, rectangular extension with a hole."
00042193,True,A rectangular block with a hole through one face.
00060155,True,"A flat, elongated arm with a circular hole at one end."
00020007,True,A flat rectangular plate.
00042983,True,A cylindrical rod with a rounded cap.
00027214,True,A rectangular block with a sloped top surface.
00054467,True,A rectangular block with two cylindrical protrusions on one side.
00089900,True,A U-shaped bracket with two mounting holes and a cylindrical base.
00063878,True,A rectangular plate with two through holes and a central protruding cylindrical feature.
00032001,True,A flat rectangular plate with a central hole.
00028106,True,A circular disc with a central hub and multiple holes arranged in a circular pattern.
00012934,True,A circular clamp with a cylindrical hinge and a triangular support structure.
00024307,True,A sphere.
00053587,True,"A circular disc with a raised, indented 'G' shape on top."
00096074,True,A cylindrical sleeve with a flanged base and multiple holes around the flange.
00049020,True,A hexagonal nut with a central through hole.
00015645,True,A rectangular block with a curved cutout and four corner holes.
00021780,True,A hexagonal-headed bolt with a cylindrical shaft.
00079113,True,A circular disc with multiple through holes near the edge.
00040640,True,A cylindrical block with a central through hole and a side hole.
00075465,True,A cylindrical rod with a flanged base and a narrow tip.
00013414,True,A hexagonal prism with tapered ends.
00043560,True,A cube.
00077666,True,A tapered beam with a central groove and curved profile.
00055500,True,A wedge-shaped block with two through holes and a protruding tab.
00033125,True,A cylindrical disc with a central hole.
00065512,True,A flat rectangular plate with three evenly spaced holes.
00066380,True,A rectangular bracket with four mounting holes and a central cutout.
00038005,True,"A thin, elongated rod with a tapered end and a slight bend near the top."
00053251,True,A cylindrical rod with a central through hole.
00065971,True,A thin circular ring.
00054385,True,A rectangular block with two cylindrical pegs on one face.
00070054,True,A flat rectangular plate with two cylindrical posts and a central hole.
00049003,True,A rectangular plate with four holes.
00018760,True,A cylindrical rod with a flanged base and a conical tip.
00040161,True,A cylindrical rod with a flanged base and a central through hole.
00070797,True,A rectangular plate with rounded corners and multiple holes.
00095217,True,A triangular bracket with a stepped cutout and a perpendicular flange.
00049110,True,A curved bracket with a central arch and flat ends.
00075985,True,A rectangular block with a sloped top surface.
00071902,True,A rectangular box with an open top and a smaller attached compartment.
00033838,True,A rectangular block with a triangular prism on top.
00037393,True,A cylindrical rod.
00042223,True,"A thin, flat rectangular plate."
00049624,True,A hollow cylindrical tube with a tapered shape.
00102028,True,A U-shaped bracket with two vertical extensions and a central cutout.
00017052,True,A wedge-shaped block with a circular through hole.
00103912,True,A flat rectangular plate with a protruding tab and several holes.
00027209,True,A cube with a pyramid on top of one face.
00060045,True,A rectangular block.
00077252,True,A C-shaped bracket with a rounded top and a flat base.
00010586,True,A cylindrical rod with a flanged base.
00075389,True,A cylindrical rod with a central thicker section.
00030845,True,A U-shaped bracket with two mounting holes and a central curved recess.
00071704,True,A cylindrical object with a central hole and a stepped profile.
00051976,True,A cylindrical rod with a flanged base and a smaller cylindrical extension on top.
00031803,True,A bent rod with a right-angle bend and a spherical end.
00063392,True,A cube.
00041269,True,A right-angle bracket with a diagonal support strut.
00050917,True,A rectangular block.
00057922,True,"A long, slender rod with a cross-shaped cross-section."
00041416,True,A rectangular block.
00066548,True,A cylindrical rod with a flanged base.
00029797,True,"A flat, elongated plate with two holes at each end."
00033053,True,A bolt with a hexagonal socket head and a cylindrical shaft.
00109351,True,A rectangular open box with a sloped bottom and two small holes on one side.
00017225,True,A cylindrical rod with a flanged base.
00086774,True,A cylindrical rod with a conical tip.
00073829,True,A flat rectangular plate.
00091963,True,A tapered rectangular bracket with elongated slots.
00092100,True,A tapered flat bar with multiple holes and a circular end with additional holes.
00076383,True,A rectangular tray with raised edges.
00071657,True,A cylindrical rod.
00062008,True,A pentagonal pyramid.
00041029,True,A cylindrical rod with two grooves and a central through hole.
00082723,True,A rectangular block with a long rectangular handle extending from one face.
00034681,True,A hollow cylindrical rod with a flanged base.
00087726,True,A block with a central hole and a protruding base.
00068501,True,"A square frame with rounded corners, featuring a central square cutout and four corner holes."
00063138,True,A cylindrical disc with a central hole.
00074480,True,A rectangular block with a cylindrical protrusion on one face and a hollow triangular cavity on the opposite face.
00025940,True,A cylindrical rod with a flanged base and a central through hole.
00062866,True,A tapered cylindrical connector with flanges and a hollow interior.
00029068,True,A cylindrical object with a rectangular protrusion on the side.
00069055,True,A rectangular block with a stepped cutout on one side.
00103267,True,A flat rectangular plate with two perpendicular flanges on opposite edges.
00015681,True,A cylindrical rod with a flanged base and a central hole.
00014122,True,A flat circular ring.
00047058,True,A tapered block with a flat top and a wider base.
00076934,True,A cone.
00032958,True,A bracket with a cylindrical hole and an elongated arm with a smaller hole.
00065744,True,An L-shaped bracket with multiple circular holes.
00091857,True,A U-shaped bracket with a rectangular cutout.
00075512,True,A cylindrical rod with a conical tip and a flanged base.
00044208,True,"A wavy, bent strip with a consistent thickness."
00017022,True,A hexagonal rod with a tapered section.
00026908,True,A cylindrical rod with a conical tip and a flanged base.
00029639,True,A curved bracket with a cylindrical section and a flat extension featuring a hole.
00078116,True,A cylindrical cap with a hexagonal recess on top.
00109030,True,A dual cylindrical connector with a central rectangular bridge and open ends.
00073523,True,A tapered hollow cylindrical part with a central through hole.
00083709,True,A cylindrical rod with a spherical tip and a flanged base.
00065915,True,A thin circular ring.
00016280,True,A tapered cylindrical tube with a flared base and a central through hole.
00079697,True,"A thin, elongated component with a curved end and a central cutout."
00030236,True,A cylindrical cap with a tapered base and a recessed side feature.
00104004,True,A hollow square-based pyramid with a circular hole on one side.
00059431,True,A rectangular block with a triangular prism on top.
00080983,True,A U-shaped bracket with flanged ends.
00067704,True,A cube with a pyramid on top of one face.
00025350,True,"A wedge-shaped bracket with a rounded end, featuring a central hole and a slot."
00059208,True,A rectangular block with a central vertical slot.
00010086,True,A V-shaped bracket with mounting holes and flanges.
00051076,True,An L-shaped bracket with multiple circular holes.
00028980,True,A cylindrical block with a cutout and a hole.
00084734,True,An L-shaped bracket with a vertical and horizontal flange.
00068629,True,"A flat, Y-shaped bracket with a central cutout and notched ends."
00067528,True,A rectangular block with two circular through holes.
00105084,True,A stepped block with a central cylindrical hole and a recessed channel.
00082032,True,A flat rectangular plate.
00041055,True,A rounded cube with circular cutouts on one face and a central hole on the opposite face.
00017745,True,A rectangular block with a central cylindrical rod and four corner holes on one face.
00047841,True,A wedge-shaped block with three through holes.
00011825,True,"A flat, irregularly shaped bracket with two circular holes and a central square cutout."
00068343,True,A cylindrical component with a central hole and a flanged base.
00015044,True,A wedge-shaped block with a circular hole through the top face.
00017130,True,A U-shaped bracket with mounting holes on the base flanges.
00089431,True,A cylindrical rod with a conical tip and a flanged base.
00058544,True,A flat circular disc with a triangular symbol engraved on the top surface.
00051609,True,A flat rectangular plate.
00038525,True,A cube.
00014429,True,A circular disc with a central hole.
00021944,True,A cylindrical rod with a spherical tip and a flanged base.
00021573,True,A bullet-shaped object with a cylindrical base and a pointed tip.
00059996,True,A cube.
00030945,True,A cylindrical rod with a spherical tip and a flanged base.
00078499,True,A rectangular block.
00100548,True,An L-shaped bracket with multiple holes for mounting.
00089849,True,A cylindrical disc with a central hole.
00083700,True,A cylindrical rod with flanges at both ends and a rectangular cutout.
00012872,True,"A long, thin rectangular rod with a central cutout."
00022587,True,A rectangular block with a stepped cutout on one side.
00067738,True,A U-shaped bracket with flat sides and a rectangular base.
00085963,True,A cylindrical rod with a conical tip.
00087479,True,A cylindrical bushing with a central hole and a flanged base.
00017094,True,A square plate with a central circular hole.
