model_id,isDescribable,description,token_count
00015116,True,A cylindrical block with three through holes and a small cylindrical protrusion on the bottom.,888
00015782,True,"A lever with a cylindrical base, a tapered section, and a rectangular extension with a square cutout.",888
00019231,True,A cylindrical flange with multiple holes and a central raised hub.,888
00017552,True,A circular disc with concentric raised rings and a central protrusion.,888
00015265,True,A round cap with a hexagonal recess in the center and a raised edge.,888
00012832,True,A conical lampshade with a central rod and a circular base featuring a cutout.,888
00019623,True,A helical compression spring.,888
00014510,True,A cylindrical bolt with a domed head and a flanged base.,888
00018878,True,A thick washer with a central hole.,888
00019730,True,A rectangular block with a central rectangular cutout and a curved side.,888
00014203,True,A right-angle bracket with three circular holes on one face and one circular hole on the other.,888
00019737,True,A thin rectangular plate with rounded corners.,888
00012565,True,A hexagonal rod with cylindrical ends and a central tapered section.,888
00011456,True,An L-shaped bracket with multiple circular holes along both arms.,888
00016023,True,A cylindrical sleeve with a vertical slot and a rectangular base extension.,888
00013345,True,A cylindrical cap with a central protruding rod and a rectangular cutout on the side.,888
00010626,True,"A long, narrow rectangular beam with a stepped profile and a small flange on one side.",888
00015692,True,A rectangular block with two circular holes and a rectangular protrusion on one side.,888
00014008,True,"A cylindrical component with a stepped top, a central hole, and a square base with a conical tip.",888
00014644,True,An L-shaped bracket with a central circular hole.,888
00017461,True,A U-shaped bracket with two circular holes on the base.,888
00016083,True,An L-shaped bracket with a flat base and vertical support.,888
00017996,True,A cylindrical bolt with a flanged head and a hexagonal socket.,888
00015787,True,A 90-degree pipe elbow fitting with cylindrical ends.,888
00019769,True,A cylindrical wheel with a central hub and three evenly spaced holes.,888
00012160,True,A tapered rectangular block with a circular hole on one face and a rectangular cutout on the opposite face.,888
00010164,True,A wedge-shaped block with two parallel slots on the top and two circular holes on one side.,888
00018974,True,A rectangular block with a central cylindrical protrusion and a through hole.,888
00011542,True,An L-shaped bracket with mounting holes on each end.,888
00016771,True,Two intersecting flat rectangular bars forming a cross shape.,888
00015267,True,A hexagonal rod.,888
00011335,True,"A T-shaped bracket with a flat top, rounded edges, and multiple mounting holes.",888
00011829,True,A tapered rectangular bar with evenly spaced holes along its length.,888
00019681,True,A triangular wedge with a circular hole through one face.,888
00015509,True,A flat rectangular panel with two parallel slots and a perpendicular support leg.,888
00010443,True,A rectangular block with a cylindrical protrusion and two through holes.,888
00013948,True,A wavy rectangular block with three cylindrical cutouts.,888
00018894,True,A cylindrical ring with a recessed inner section and a thicker outer rim.,888
00017468,True,A U-shaped bracket with two holes on the base and extended side flanges.,888
00011033,True,A stepped rectangular block with a protruding rectangular section on top.,888
00011989,True,A flared cylindrical funnel with a wide rim and a central through hole.,888
00018940,True,A cylindrical rod with a flange and a hexagonal recess at one end.,888
00010160,True,A flat rectangular plate with two recessed areas and through holes at each end.,888
00015413,True,A circular flange with a central cylindrical protrusion and multiple bolt holes.,888
00017170,True,A U-shaped bracket with mounting holes on flat bases.,888
00019103,True,A U-shaped bracket with mounting holes and a central recessed channel.,888
00013974,True,A flat circular disc with a triangular pattern on the top surface.,888
00014964,True,A rectangular block with a recessed triangular face.,888
00011823,True,A tapered rectangular bar with rounded ends and multiple through holes.,888
00018897,True,A cylindrical ring with a central hole and a recessed groove on one face.,888
00013438,True,A semi-circular frame with a central hook-like feature.,888
00011535,True,A U-shaped bracket with mounting holes on each side.,888
00017269,True,A U-shaped bracket with mounting holes on each side.,888
00011384,True,A flat rectangular plate with a tapered handle extending from one side.,888
00017339,True,A U-shaped bracket with mounting holes on the flanges.,888
00017338,True,A bracket with a central cylindrical hole and two mounting tabs with holes.,888
00013898,True,A cylindrical container with internal threading and a slightly tapered body.,888
00013444,True,A flat rectangular plate with four corner holes and two small square protrusions on one side.,888
00017049,True,An L-shaped bracket with multiple mounting holes.,888
00017826,True,A U-shaped bracket with mounting holes on the ends of the arms.,888
00018788,True,"A flat, elongated plate with four circular holes in a row.",888
00014688,True,A cylindrical component with a flanged top and a central hole.,888
00012824,True,A bracket with a circular hole and two vertical mounting flanges.,888
00011814,True,A flat rectangular plate with rounded ends and multiple through holes.,888
00017832,True,"A bracket with a right-angle profile, featuring a cylindrical hole and a hook-like extension.",888
00013546,True,"A flat rectangular plate with two circular holes, a square cutout, and a small raised rectangular feature.",888
00019165,True,A rectangular table with two wide legs and a central support beam.,888
00018641,True,A cylindrical flange with a central raised hub and multiple holes.,888
00015691,True,A rectangular plate with a central square cutout and two circular holes.,888
00017299,True,A bracket with a central cylindrical hole and two mounting holes on a flat base.,888
