model_id,isDescribable,description,token_count
00018127,True,A flat rectangular plate with a square cutout in the center.,866
00016479,True,A cylindrical rod.,866
00011484,True,A flat circular disc.,866
00017290,True,A stepped block with a sloped side and a flat top.,866
00016045,True,A tapered cup with a clover-shaped cross-section.,866
00017388,True,A rectangular block with a sloped top surface and a stepped base.,866
00016659,True,A rectangular block.,866
00014429,True,A circular disc with a central hole.,866
00017878,True,A flat circular disc with a keyhole-shaped cutout.,866
00016790,True,A tapered hollow cylindrical tube.,866
00011353,True,A cylindrical ring with a groove around its circumference.,866
00017666,True,A cube with a circular hole through the top face.,866
00018415,True,A cylindrical rod with two grooves and a central through hole.,866
00017903,True,A rectangular block with a pyramid on top.,866
00014960,True,A cube with a pentagonal pyramid on top.,866
00013226,True,A cylindrical rod with a domed head and a flanged base.,866
00014195,True,A round disc with a central hole and a flanged edge.,866
00019140,True,A long rectangular rod with a right-angled notch at one end.,866
00014938,True,A cylindrical ring.,866
00013692,True,A cylindrical disc with a central hole and a groove around its circumference.,866
00019921,True,"A spool-shaped object with two large discs connected by a central cylindrical rod, featuring a hole through the center.",866
00018385,True,A rectangular block with a semi-cylindrical top and a circular hole through the center.,866
00016034,True,A cylindrical flange with a central protruding tube and two holes.,866
00018537,False,N/A,866
00016300,True,A flat circular disc.,866
00011414,True,A rectangular block with two circular through holes.,866
00015491,True,A cylindrical disc with a central groove.,866
00017815,True,A tapered cylindrical cup.,866
00019590,True,A rectangular block with a stepped cutout on one side.,866
00013732,True,A cylindrical rod with a conical tip and a flanged base.,866
00010616,True,A cylindrical rod with a flanged disc in the middle.,866
00019075,True,A tapered cylindrical rod with a flanged base.,866
00014481,True,A cylindrical rod with a rectangular slot on top.,866
00011344,True,A square plate with a central ridge and an angled edge.,866
00016760,True,A cylindrical disc with a central hole.,866
00013565,True,A tapered cylindrical object with a central hole.,866
00018001,True,A cylindrical bushing with a flanged top and a central through hole.,866
00013758,True,An L-shaped bracket with a flanged edge.,866
00013018,True,A cylindrical tube with an angled cut on one end.,866
00010408,True,An L-shaped bracket with a rectangular base and vertical support.,866
00017864,True,A flat rectangular plate.,866
00017642,True,A cylindrical block with a vertical rod and multiple holes on the top surface.,866
00012644,True,A bolt with a hexagonal head and a cylindrical shaft.,866
00017934,True,A curved bracket with a central indentation.,866
00012897,True,A cylindrical disc with a central through hole.,866
00014538,True,A flat ring with a rectangular tab extending from the outer edge.,866
00016766,True,A hollow rectangular box with open ends.,866
00012640,True,"A bracket-like object with a rounded top, a flat base, and a central hole.",866
00019686,True,A cylindrical ring with a central groove.,866
00017698,True,A rectangular block with a cylindrical protrusion on one side.,866
00016930,True,A flat rectangular plate.,866
00016772,True,A flat rectangular plate.,866
00011920,True,A cylindrical rod with a central groove.,866
00011490,True,A cylindrical rod with a flanged base and a central through hole.,866
00011314,True,A cylindrical rod with a flanged head and a hole near the base.,866
00018361,True,A cube with a circular hole through one face.,866
00010698,True,A hollow square-based pyramid with an open top and a square hole at the base.,866
00010508,True,A cylindrical rod with a square cross-section and a tapered tip.,866
00013245,True,A cylindrical rod with a central groove and a hollow end.,866
00013757,True,An L-shaped bracket with a flat top and vertical support.,866
00018213,True,A tapered rectangular block.,866
00016705,True,A rectangular block with a sloped top surface.,866
00011013,True,An L-shaped bracket with two holes on one arm.,866
00011689,True,A ring with a stepped outer edge.,866
00016445,True,A cylindrical rod with a hexagonal socket head.,866
00013924,True,A cylindrical rod with a conical tip and a flanged base.,866
00013304,True,A rectangular block with a triangular prism on top and a circular hole through it.,866
00014596,True,A cylindrical disc with a central raised cylindrical section and a hole through the center.,866
00018550,True,A square tray with raised edges.,866
00019338,True,A rectangular block with a tapered end.,866
00012350,True,A cylindrical rod with a flanged base and a perpendicular cylindrical extension.,866
00017741,True,A cylindrical rod with a flanged base.,866
00019521,True,A hollow rectangular box with an open top.,866
00016260,True,A flat rectangular plate with a stepped end.,866
00014318,True,A cylindrical cap with a recessed top and a central hole.,866
00016931,True,A tapered rectangular rod with a stepped end.,866
00015870,True,A vase-shaped object with a narrow neck and flared base.,866
00014371,True,An L-shaped bracket.,866
00017936,True,A cube with a chamfered edge.,866
00017574,True,A cylindrical rod with a conical tip.,866
00019650,True,A hollow cylindrical cup with a tapered body and a small hole on the side.,866
00015311,True,A cylindrical rod with a circular hole at one end and a flanged base.,866
00010527,True,A flat rectangular plate with a hole near one corner and a perpendicular rectangular base.,866
00017297,True,A rectangular block with a diagonal cut on one end.,866
00012042,True,A cylindrical rod with a conical tip and a flanged base.,866
00010201,True,A cylindrical rod with a conical tip and a flanged base.,866
00014925,True,A rectangular block with three circular through holes.,866
00015751,True,A rectangular block.,866
00017251,True,A cylindrical cup with a handle.,866
00010789,True,A round disc with a central hole and a raised rim.,866
00017519,True,A cylindrical rod with spherical ends.,866
00019587,True,A tapered cylindrical tube with a hollow center.,866
00018658,True,A flanged disc with multiple through holes and a central cylindrical protrusion.,866
00013617,True,A cylindrical object with a rectangular protrusion on the side.,866
00017042,True,A cylindrical ring with a rectangular cutout on the side.,866
00013372,True,"A long, thin rectangular rod.",866
00015813,True,A cylindrical rod with a flanged base and a central hole.,866
00018099,True,A cylindrical rod with a central tapered section.,866
00019888,True,A cylindrical ring with a central hole.,866
00015743,True,A cylindrical disc with a central hole.,866
00014763,True,A rectangular block with a stepped top surface.,866
00015635,True,A rectangular block with a sloped top surface.,866
00011696,True,A cylindrical ring with a stepped outer profile and an internal groove.,866
00017477,True,"A wavy, elongated S-shaped rod.",866
00017107,True,A square plate with a central circular hole and beveled edges.,866
00013264,True,A flat cylindrical disc.,866
00015847,True,A flat rectangular plate with a central hole and two smaller holes.,866
00010070,True,A cylindrical component with flared ends and a central through hole.,866
00012372,True,A cylindrical wheel with a central hub and a recessed face.,866
00017312,False,N/A,866
00017789,True,A cylindrical rod with a conical tip.,866
00011627,True,A hollow cylindrical cup with a thick base.,866
00014582,True,A wedge-shaped block with a rounded top edge.,866
00015812,True,A cylindrical rod with a central hole and a flanged base.,866
00017507,True,A cylindrical rod.,866
00016865,True,A torus-shaped object with a flat profile.,866
00011913,True,"A flat, irregularly shaped bracket with three holes.",866
00015235,True,An egg-shaped object with a circular indentation on one end.,866
00019520,True,A rectangular block with a triangular prism on top and a circular hole through one side.,866
00019490,True,A torus.,866
00015702,True,A cylindrical block with multiple through holes.,866
00016189,True,A rectangular block with a tapered end.,866
00012142,True,A flat rectangular plate.,866
00019780,True,A rectangular tray with sloped sides.,866
00010397,True,An L-shaped block with a rectangular extension on one side.,866
00018299,True,A hollow truncated cone.,866
00018041,True,A spherical object with a flat circular base.,866
00010759,True,A spool-shaped object with a central hole.,866
00015631,True,A cylindrical rod.,866
00014080,True,A cylindrical rod.,866
00017400,True,A cylindrical sleeve with a partial cutout.,866
00018480,True,"A flat, square plate.",866
00017302,True,A square plate with a central circular hole.,866
00011866,True,A rectangular block with a circular through hole.,866
00012892,True,An L-shaped bracket with holes on one side.,866
00015300,True,"A flat, double-holed connector with rounded ends.",866
00019651,True,A cylindrical rod with a flanged base and a central through hole.,866
00019607,True,"A curved, hollow rectangular block with a semi-circular cutout.",866
00019437,True,A flat rectangular plate.,866
00017553,True,A tapered rectangular block.,866
00011676,True,A cylindrical ring with a central hole.,866
00017224,True,A cylindrical rod with a conical tip and a flanged base.,866
00017328,True,A rectangular block with a triangular prism on top.,866
00019591,True,A cylindrical rod with a partial cutout and a central hole.,866
00017665,True,A flat circular disc with a central hole.,866
00017599,True,A spool-shaped object with a central hole.,866
00011389,True,A cylindrical rod with a rounded end.,866
00013072,True,A cylindrical rod with a conical tip and a flanged base.,866
00018650,True,A cylindrical rod with a conical tip and a flanged base.,866
00018358,True,A cylindrical disc with a central hole and a flanged base.,866
00015817,True,A cylindrical rod with a central hole and a flanged base.,866
00017526,True,A cylindrical rod with a conical tip.,866
00015980,True,A cylindrical flange with a central hole and a smaller cylindrical extension.,866
00014017,True,A hollow cylindrical rod with a tapered body.,866
00012871,True,A rectangular block with a sloped top surface.,866
00018568,True,A sphere.,866
00015755,True,A cylindrical rod with a central through hole.,866
00019460,True,A T-shaped block with a central groove.,866
